Evaluation,SolutionId,EP,HVMinus
100,0,0.3936549349009513,-0.5837808086444968
100,1,0.39343647711840807,-0.5818512843835695
200,0,0.39252846267717256,-0.5838876861989456
200,1,0.39139031416879627,-0.5817261834051984
200,2,0.3935332902345124,-0.5846473149611969
300,0,0.39139031416879627,-0.5817261834051984
300,1,0.3922896586646445,-0.5830869393242025
300,2,0.39246350191514057,-0.5847439321183606
300,3,0.39215142723099233,-0.5817844272351113
300,4,0.39225405422318854,-0.5821172524241934
400,0,0.39139031416879627,-0.5817261834051984
400,1,0.39208329648619505,-0.5849322462387913
400,2,0.39205443792571754,-0.5836014891582126
400,3,0.39402684408141014,-0.5851288718231443
400,4,0.39286058050403155,-0.5849553732670466
500,0,0.39139031416879627,-0.5817261834051984
500,1,0.39208329648619505,-0.5849322462387913
500,2,0.39402684408141014,-0.5851288718231443
500,3,0.39177096127305927,-0.5828933551643388
500,4,0.3918750986492469,-0.584578147452374
500,5,0.39299842307402216,-0.584990581789835
500,6,0.39221956706299377,-0.5849585427933058
500,7,0.39263143514665316,-0.5849725925418024
600,0,0.39139031416879627,-0.5817261834051984
600,1,0.3917070304885719,-0.5846027369107268
600,2,0.3920367018079785,-0.5852443947632198
700,0,0.3920367018079785,-0.5852443947632198
700,1,0.39121092754073966,-0.5846461151441766
700,2,0.3920643364659528,-0.5852856798250986
700,3,0.39196702667386857,-0.5850752586068976
700,4,0.39175273675168354,-0.5849333063764331
700,5,0.39161886713598976,-0.5848774893211842
800,0,0.39121092754073966,-0.5846461151441766
800,1,0.39196702667386857,-0.5850752586068976
800,2,0.39175273675168354,-0.5849333063764331
800,3,0.39161886713598976,-0.5848774893211842
800,4,0.39189861224385264,-0.5849440603190867
800,5,0.39196913267378486,-0.5853862742070682
900,0,0.39121092754073966,-0.5846461151441766
900,1,0.39196913267378486,-0.5853862742070682
900,2,0.3918813454158019,-0.5852174582777155
900,3,0.3917532474643064,-0.5851652388573189
900,4,0.3915361604273458,-0.5851001107947706
1000,0,0.39121092754073966,-0.5846461151441766
1000,1,0.3913736424967646,-0.5847164496099381
1000,2,0.3934432606216367,-0.585617342971183
1000,3,0.3913825972490354,-0.5850811224862789
1000,4,0.3913977764592444,-0.5855494763096775
1100,0,0.39121092754073966,-0.5846461151441766
1100,1,0.3913977764592444,-0.5855494763096775
1100,2,0.3924806187120735,-0.585628342230223
1100,3,0.3912890031594287,-0.5853996088310566
