family,front_type,budget,view,quantile,parameter,category,observed_share,elite_share,elite_over_representation
RWA3D,extremePointsFronts,7000,joint,0.05,algorithmResult,externalArchive,1.0,1.0,0.0
RWA3D,extremePointsFronts,7000,joint,0.1,algorithmResult,externalArchive,1.0,1.0,0.0
RWA3D,extremePointsFronts,7000,joint,0.2,algorithmResult,externalArchive,1.0,1.0,0.0
RWA3D,extremePointsFronts,7000,EP,0.05,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,extremePointsFronts,7000,EP,0.1,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,extremePointsFronts,7000,EP,0.2,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,extremePointsFronts,7000,HV,0.05,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,extremePointsFronts,7000,HV,0.1,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,extremePointsFronts,7000,HV,0.2,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,extremePointsFronts,7000,joint,0.05,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,extremePointsFronts,7000,joint,0.1,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,extremePointsFronts,7000,joint,0.2,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,extremePointsFronts,7000,EP,0.05,createInitialSolutions,cauchy,0.43846153846153846,0.23076923076923078,-0.20769230769230768
RWA3D,extremePointsFronts,7000,EP,0.05,createInitialSolutions,default,0.15,0.23076923076923078,0.08076923076923079
RWA3D,extremePointsFronts,7000,EP,0.05,createInitialSolutions,latinHypercubeSampling,0.1423076923076923,0.23076923076923078,0.08846153846153848
RWA3D,extremePointsFronts,7000,EP,0.05,createInitialSolutions,oppositionBased,0.05384615384615385,0.07692307692307693,0.023076923076923078
RWA3D,extremePointsFronts,7000,EP,0.05,createInitialSolutions,scatterSearch,0.1076923076923077,0.0,-0.1076923076923077
RWA3D,extremePointsFronts,7000,EP,0.05,createInitialSolutions,sobol,0.1076923076923077,0.23076923076923078,0.12307692307692308
RWA3D,extremePointsFronts,7000,EP,0.1,createInitialSolutions,cauchy,0.43846153846153846,0.19230769230769232,-0.24615384615384614
RWA3D,extremePointsFronts,7000,EP,0.1,createInitialSolutions,default,0.15,0.2692307692307692,0.11923076923076922
RWA3D,extremePointsFronts,7000,EP,0.1,createInitialSolutions,latinHypercubeSampling,0.1423076923076923,0.23076923076923078,0.08846153846153848
RWA3D,extremePointsFronts,7000,EP,0.1,createInitialSolutions,oppositionBased,0.05384615384615385,0.07692307692307693,0.023076923076923078
RWA3D,extremePointsFronts,7000,EP,0.1,createInitialSolutions,scatterSearch,0.1076923076923077,0.07692307692307693,-0.03076923076923077
RWA3D,extremePointsFronts,7000,EP,0.1,createInitialSolutions,sobol,0.1076923076923077,0.15384615384615385,0.046153846153846156
RWA3D,extremePointsFronts,7000,EP,0.2,createInitialSolutions,cauchy,0.43846153846153846,0.28846153846153844,-0.15000000000000002
RWA3D,extremePointsFronts,7000,EP,0.2,createInitialSolutions,default,0.15,0.25,0.1
RWA3D,extremePointsFronts,7000,EP,0.2,createInitialSolutions,latinHypercubeSampling,0.1423076923076923,0.17307692307692307,0.03076923076923077
RWA3D,extremePointsFronts,7000,EP,0.2,createInitialSolutions,oppositionBased,0.05384615384615385,0.057692307692307696,0.0038461538461538464
RWA3D,extremePointsFronts,7000,EP,0.2,createInitialSolutions,scatterSearch,0.1076923076923077,0.07692307692307693,-0.03076923076923077
RWA3D,extremePointsFronts,7000,EP,0.2,createInitialSolutions,sobol,0.1076923076923077,0.15384615384615385,0.046153846153846156
RWA3D,extremePointsFronts,7000,HV,0.05,createInitialSolutions,cauchy,0.43846153846153846,0.46153846153846156,0.023076923076923106
RWA3D,extremePointsFronts,7000,HV,0.05,createInitialSolutions,default,0.15,0.07692307692307693,-0.07307692307692307
RWA3D,extremePointsFronts,7000,HV,0.05,createInitialSolutions,latinHypercubeSampling,0.1423076923076923,0.07692307692307693,-0.06538461538461537
RWA3D,extremePointsFronts,7000,HV,0.05,createInitialSolutions,oppositionBased,0.05384615384615385,0.0,-0.05384615384615385
RWA3D,extremePointsFronts,7000,HV,0.05,createInitialSolutions,scatterSearch,0.1076923076923077,0.15384615384615385,0.046153846153846156
RWA3D,extremePointsFronts,7000,HV,0.05,createInitialSolutions,sobol,0.1076923076923077,0.23076923076923078,0.12307692307692308
RWA3D,extremePointsFronts,7000,HV,0.1,createInitialSolutions,cauchy,0.43846153846153846,0.5384615384615384,0.09999999999999998
RWA3D,extremePointsFronts,7000,HV,0.1,createInitialSolutions,default,0.15,0.07692307692307693,-0.07307692307692307
RWA3D,extremePointsFronts,7000,HV,0.1,createInitialSolutions,latinHypercubeSampling,0.1423076923076923,0.07692307692307693,-0.06538461538461537
RWA3D,extremePointsFronts,7000,HV,0.1,createInitialSolutions,oppositionBased,0.05384615384615385,0.0,-0.05384615384615385
RWA3D,extremePointsFronts,7000,HV,0.1,createInitialSolutions,scatterSearch,0.1076923076923077,0.11538461538461539,0.007692307692307693
RWA3D,extremePointsFronts,7000,HV,0.1,createInitialSolutions,sobol,0.1076923076923077,0.19230769230769232,0.08461538461538462
RWA3D,extremePointsFronts,7000,HV,0.2,createInitialSolutions,cauchy,0.43846153846153846,0.5576923076923077,0.11923076923076925
RWA3D,extremePointsFronts,7000,HV,0.2,createInitialSolutions,default,0.15,0.07692307692307693,-0.07307692307692307
RWA3D,extremePointsFronts,7000,HV,0.2,createInitialSolutions,latinHypercubeSampling,0.1423076923076923,0.057692307692307696,-0.0846153846153846
RWA3D,extremePointsFronts,7000,HV,0.2,createInitialSolutions,oppositionBased,0.05384615384615385,0.057692307692307696,0.0038461538461538464
RWA3D,extremePointsFronts,7000,HV,0.2,createInitialSolutions,scatterSearch,0.1076923076923077,0.09615384615384616,-0.011538461538461539
RWA3D,extremePointsFronts,7000,HV,0.2,createInitialSolutions,sobol,0.1076923076923077,0.15384615384615385,0.046153846153846156
RWA3D,extremePointsFronts,7000,joint,0.05,createInitialSolutions,cauchy,0.43846153846153846,0.6153846153846154,0.17692307692307696
RWA3D,extremePointsFronts,7000,joint,0.05,createInitialSolutions,default,0.15,0.0,-0.15
RWA3D,extremePointsFronts,7000,joint,0.05,createInitialSolutions,latinHypercubeSampling,0.1423076923076923,0.0,-0.1423076923076923
RWA3D,extremePointsFronts,7000,joint,0.05,createInitialSolutions,oppositionBased,0.05384615384615385,0.0,-0.05384615384615385
RWA3D,extremePointsFronts,7000,joint,0.05,createInitialSolutions,scatterSearch,0.1076923076923077,0.0,-0.1076923076923077
RWA3D,extremePointsFronts,7000,joint,0.05,createInitialSolutions,sobol,0.1076923076923077,0.38461538461538464,0.27692307692307694
RWA3D,extremePointsFronts,7000,joint,0.1,createInitialSolutions,cauchy,0.43846153846153846,0.46153846153846156,0.023076923076923106
RWA3D,extremePointsFronts,7000,joint,0.1,createInitialSolutions,default,0.15,0.038461538461538464,-0.11153846153846153
RWA3D,extremePointsFronts,7000,joint,0.1,createInitialSolutions,latinHypercubeSampling,0.1423076923076923,0.038461538461538464,-0.10384615384615384
RWA3D,extremePointsFronts,7000,joint,0.1,createInitialSolutions,oppositionBased,0.05384615384615385,0.0,-0.05384615384615385
RWA3D,extremePointsFronts,7000,joint,0.1,createInitialSolutions,scatterSearch,0.1076923076923077,0.15384615384615385,0.046153846153846156
RWA3D,extremePointsFronts,7000,joint,0.1,createInitialSolutions,sobol,0.1076923076923077,0.3076923076923077,0.2
RWA3D,extremePointsFronts,7000,joint,0.2,createInitialSolutions,cauchy,0.43846153846153846,0.4230769230769231,-0.015384615384615385
RWA3D,extremePointsFronts,7000,joint,0.2,createInitialSolutions,default,0.15,0.07692307692307693,-0.07307692307692307
RWA3D,extremePointsFronts,7000,joint,0.2,createInitialSolutions,latinHypercubeSampling,0.1423076923076923,0.1346153846153846,-0.007692307692307693
RWA3D,extremePointsFronts,7000,joint,0.2,createInitialSolutions,oppositionBased,0.05384615384615385,0.038461538461538464,-0.015384615384615385
RWA3D,extremePointsFronts,7000,joint,0.2,createInitialSolutions,scatterSearch,0.1076923076923077,0.15384615384615385,0.046153846153846156
RWA3D,extremePointsFronts,7000,joint,0.2,createInitialSolutions,sobol,0.1076923076923077,0.17307692307692307,0.06538461538461537
RWA3D,extremePointsFronts,7000,EP,0.05,crossover,BLX-alpha,0.36153846153846153,0.07692307692307693,-0.2846153846153846
RWA3D,extremePointsFronts,7000,EP,0.05,crossover,BLX-alpha-beta,0.3230769230769231,0.38461538461538464,0.06153846153846154
RWA3D,extremePointsFronts,7000,EP,0.05,crossover,PCX,0.0038461538461538464,0.0,-0.0038461538461538464
RWA3D,extremePointsFronts,7000,EP,0.05,crossover,SBX,0.03461538461538462,0.38461538461538464,0.35000000000000003
RWA3D,extremePointsFronts,7000,EP,0.05,crossover,UNDC,0.0038461538461538464,0.0,-0.0038461538461538464
RWA3D,extremePointsFronts,7000,EP,0.05,crossover,arithmetic,0.0038461538461538464,0.0,-0.0038461538461538464
RWA3D,extremePointsFronts,7000,EP,0.05,crossover,fuzzyRecombination,0.019230769230769232,0.15384615384615385,0.13461538461538464
RWA3D,extremePointsFronts,7000,EP,0.05,crossover,laplace,0.23461538461538461,0.0,-0.23461538461538461
RWA3D,extremePointsFronts,7000,EP,0.05,crossover,wholeArithmetic,0.015384615384615385,0.0,-0.015384615384615385
RWA3D,extremePointsFronts,7000,EP,0.1,crossover,BLX-alpha,0.36153846153846153,0.19230769230769232,-0.1692307692307692
RWA3D,extremePointsFronts,7000,EP,0.1,crossover,BLX-alpha-beta,0.3230769230769231,0.34615384615384615,0.02307692307692305
RWA3D,extremePointsFronts,7000,EP,0.1,crossover,PCX,0.0038461538461538464,0.0,-0.0038461538461538464
RWA3D,extremePointsFronts,7000,EP,0.1,crossover,SBX,0.03461538461538462,0.19230769230769232,0.1576923076923077
RWA3D,extremePointsFronts,7000,EP,0.1,crossover,UNDC,0.0038461538461538464,0.0,-0.0038461538461538464
RWA3D,extremePointsFronts,7000,EP,0.1,crossover,arithmetic,0.0038461538461538464,0.038461538461538464,0.03461538461538462
RWA3D,extremePointsFronts,7000,EP,0.1,crossover,fuzzyRecombination,0.019230769230769232,0.15384615384615385,0.13461538461538464
RWA3D,extremePointsFronts,7000,EP,0.1,crossover,laplace,0.23461538461538461,0.07692307692307693,-0.1576923076923077
RWA3D,extremePointsFronts,7000,EP,0.1,crossover,wholeArithmetic,0.015384615384615385,0.0,-0.015384615384615385
RWA3D,extremePointsFronts,7000,EP,0.2,crossover,BLX-alpha,0.36153846153846153,0.2692307692307692,-0.09230769230769231
RWA3D,extremePointsFronts,7000,EP,0.2,crossover,BLX-alpha-beta,0.3230769230769231,0.3076923076923077,-0.015384615384615385
RWA3D,extremePointsFronts,7000,EP,0.2,crossover,PCX,0.0038461538461538464,0.0,-0.0038461538461538464
RWA3D,extremePointsFronts,7000,EP,0.2,crossover,SBX,0.03461538461538462,0.1346153846153846,0.09999999999999999
RWA3D,extremePointsFronts,7000,EP,0.2,crossover,UNDC,0.0038461538461538464,0.0,-0.0038461538461538464
RWA3D,extremePointsFronts,7000,EP,0.2,crossover,arithmetic,0.0038461538461538464,0.019230769230769232,0.015384615384615385
RWA3D,extremePointsFronts,7000,EP,0.2,crossover,fuzzyRecombination,0.019230769230769232,0.09615384615384616,0.07692307692307693
RWA3D,extremePointsFronts,7000,EP,0.2,crossover,laplace,0.23461538461538461,0.09615384615384616,-0.13846153846153847
RWA3D,extremePointsFronts,7000,EP,0.2,crossover,wholeArithmetic,0.015384615384615385,0.07692307692307693,0.06153846153846154
RWA3D,extremePointsFronts,7000,HV,0.05,crossover,BLX-alpha,0.36153846153846153,0.38461538461538464,0.023076923076923106
RWA3D,extremePointsFronts,7000,HV,0.05,crossover,BLX-alpha-beta,0.3230769230769231,0.3076923076923077,-0.015384615384615385
RWA3D,extremePointsFronts,7000,HV,0.05,crossover,PCX,0.0038461538461538464,0.0,-0.0038461538461538464
RWA3D,extremePointsFronts,7000,HV,0.05,crossover,SBX,0.03461538461538462,0.0,-0.03461538461538462
RWA3D,extremePointsFronts,7000,HV,0.05,crossover,UNDC,0.0038461538461538464,0.0,-0.0038461538461538464
RWA3D,extremePointsFronts,7000,HV,0.05,crossover,arithmetic,0.0038461538461538464,0.0,-0.0038461538461538464
RWA3D,extremePointsFronts,7000,HV,0.05,crossover,fuzzyRecombination,0.019230769230769232,0.0,-0.019230769230769232
RWA3D,extremePointsFronts,7000,HV,0.05,crossover,laplace,0.23461538461538461,0.3076923076923077,0.0730769230769231
RWA3D,extremePointsFronts,7000,HV,0.05,crossover,wholeArithmetic,0.015384615384615385,0.0,-0.015384615384615385
RWA3D,extremePointsFronts,7000,HV,0.1,crossover,BLX-alpha,0.36153846153846153,0.4230769230769231,0.06153846153846154
RWA3D,extremePointsFronts,7000,HV,0.1,crossover,BLX-alpha-beta,0.3230769230769231,0.34615384615384615,0.02307692307692305
RWA3D,extremePointsFronts,7000,HV,0.1,crossover,PCX,0.0038461538461538464,0.0,-0.0038461538461538464
RWA3D,extremePointsFronts,7000,HV,0.1,crossover,SBX,0.03461538461538462,0.0,-0.03461538461538462
RWA3D,extremePointsFronts,7000,HV,0.1,crossover,UNDC,0.0038461538461538464,0.0,-0.0038461538461538464
RWA3D,extremePointsFronts,7000,HV,0.1,crossover,arithmetic,0.0038461538461538464,0.0,-0.0038461538461538464
RWA3D,extremePointsFronts,7000,HV,0.1,crossover,fuzzyRecombination,0.019230769230769232,0.0,-0.019230769230769232
RWA3D,extremePointsFronts,7000,HV,0.1,crossover,laplace,0.23461538461538461,0.23076923076923078,-0.0038461538461538325
RWA3D,extremePointsFronts,7000,HV,0.1,crossover,wholeArithmetic,0.015384615384615385,0.0,-0.015384615384615385
RWA3D,extremePointsFronts,7000,HV,0.2,crossover,BLX-alpha,0.36153846153846153,0.38461538461538464,0.023076923076923106
RWA3D,extremePointsFronts,7000,HV,0.2,crossover,BLX-alpha-beta,0.3230769230769231,0.36538461538461536,0.04230769230769227
RWA3D,extremePointsFronts,7000,HV,0.2,crossover,PCX,0.0038461538461538464,0.0,-0.0038461538461538464
RWA3D,extremePointsFronts,7000,HV,0.2,crossover,SBX,0.03461538461538462,0.0,-0.03461538461538462
RWA3D,extremePointsFronts,7000,HV,0.2,crossover,UNDC,0.0038461538461538464,0.0,-0.0038461538461538464
RWA3D,extremePointsFronts,7000,HV,0.2,crossover,arithmetic,0.0038461538461538464,0.0,-0.0038461538461538464
RWA3D,extremePointsFronts,7000,HV,0.2,crossover,fuzzyRecombination,0.019230769230769232,0.0,-0.019230769230769232
RWA3D,extremePointsFronts,7000,HV,0.2,crossover,laplace,0.23461538461538461,0.25,0.015384615384615385
RWA3D,extremePointsFronts,7000,HV,0.2,crossover,wholeArithmetic,0.015384615384615385,0.0,-0.015384615384615385
RWA3D,extremePointsFronts,7000,joint,0.05,crossover,BLX-alpha,0.36153846153846153,0.23076923076923078,-0.13076923076923075
RWA3D,extremePointsFronts,7000,joint,0.05,crossover,BLX-alpha-beta,0.3230769230769231,0.23076923076923078,-0.09230769230769231
RWA3D,extremePointsFronts,7000,joint,0.05,crossover,PCX,0.0038461538461538464,0.0,-0.0038461538461538464
RWA3D,extremePointsFronts,7000,joint,0.05,crossover,SBX,0.03461538461538462,0.0,-0.03461538461538462
RWA3D,extremePointsFronts,7000,joint,0.05,crossover,UNDC,0.0038461538461538464,0.0,-0.0038461538461538464
RWA3D,extremePointsFronts,7000,joint,0.05,crossover,arithmetic,0.0038461538461538464,0.0,-0.0038461538461538464
RWA3D,extremePointsFronts,7000,joint,0.05,crossover,fuzzyRecombination,0.019230769230769232,0.0,-0.019230769230769232
RWA3D,extremePointsFronts,7000,joint,0.05,crossover,laplace,0.23461538461538461,0.5384615384615384,0.3038461538461538
RWA3D,extremePointsFronts,7000,joint,0.05,crossover,wholeArithmetic,0.015384615384615385,0.0,-0.015384615384615385
RWA3D,extremePointsFronts,7000,joint,0.1,crossover,BLX-alpha,0.36153846153846153,0.23076923076923078,-0.13076923076923075
RWA3D,extremePointsFronts,7000,joint,0.1,crossover,BLX-alpha-beta,0.3230769230769231,0.3076923076923077,-0.015384615384615385
RWA3D,extremePointsFronts,7000,joint,0.1,crossover,PCX,0.0038461538461538464,0.0,-0.0038461538461538464
RWA3D,extremePointsFronts,7000,joint,0.1,crossover,SBX,0.03461538461538462,0.0,-0.03461538461538462
RWA3D,extremePointsFronts,7000,joint,0.1,crossover,UNDC,0.0038461538461538464,0.0,-0.0038461538461538464
RWA3D,extremePointsFronts,7000,joint,0.1,crossover,arithmetic,0.0038461538461538464,0.0,-0.0038461538461538464
RWA3D,extremePointsFronts,7000,joint,0.1,crossover,fuzzyRecombination,0.019230769230769232,0.0,-0.019230769230769232
RWA3D,extremePointsFronts,7000,joint,0.1,crossover,laplace,0.23461538461538461,0.46153846153846156,0.22692307692307695
RWA3D,extremePointsFronts,7000,joint,0.1,crossover,wholeArithmetic,0.015384615384615385,0.0,-0.015384615384615385
RWA3D,extremePointsFronts,7000,joint,0.2,crossover,BLX-alpha,0.36153846153846153,0.3076923076923077,-0.05384615384615382
RWA3D,extremePointsFronts,7000,joint,0.2,crossover,BLX-alpha-beta,0.3230769230769231,0.40384615384615385,0.08076923076923076
RWA3D,extremePointsFronts,7000,joint,0.2,crossover,PCX,0.0038461538461538464,0.0,-0.0038461538461538464
RWA3D,extremePointsFronts,7000,joint,0.2,crossover,SBX,0.03461538461538462,0.0,-0.03461538461538462
RWA3D,extremePointsFronts,7000,joint,0.2,crossover,UNDC,0.0038461538461538464,0.0,-0.0038461538461538464
RWA3D,extremePointsFronts,7000,joint,0.2,crossover,arithmetic,0.0038461538461538464,0.0,-0.0038461538461538464
RWA3D,extremePointsFronts,7000,joint,0.2,crossover,fuzzyRecombination,0.019230769230769232,0.0,-0.019230769230769232
RWA3D,extremePointsFronts,7000,joint,0.2,crossover,laplace,0.23461538461538461,0.28846153846153844,0.05384615384615382
RWA3D,extremePointsFronts,7000,joint,0.2,crossover,wholeArithmetic,0.015384615384615385,0.0,-0.015384615384615385
RWA3D,extremePointsFronts,7000,EP,0.05,crossoverRepairStrategy,bounds,0.3923076923076923,0.15384615384615385,-0.23846153846153845
RWA3D,extremePointsFronts,7000,EP,0.05,crossoverRepairStrategy,random,0.023076923076923078,0.23076923076923078,0.2076923076923077
RWA3D,extremePointsFronts,7000,EP,0.05,crossoverRepairStrategy,round,0.5846153846153846,0.6153846153846154,0.03076923076923077
RWA3D,extremePointsFronts,7000,EP,0.1,crossoverRepairStrategy,bounds,0.3923076923076923,0.3076923076923077,-0.08461538461538459
RWA3D,extremePointsFronts,7000,EP,0.1,crossoverRepairStrategy,random,0.023076923076923078,0.11538461538461539,0.09230769230769231
RWA3D,extremePointsFronts,7000,EP,0.1,crossoverRepairStrategy,round,0.5846153846153846,0.5769230769230769,-0.007692307692307776
RWA3D,extremePointsFronts,7000,EP,0.2,crossoverRepairStrategy,bounds,0.3923076923076923,0.3269230769230769,-0.06538461538461537
RWA3D,extremePointsFronts,7000,EP,0.2,crossoverRepairStrategy,random,0.023076923076923078,0.07692307692307693,0.05384615384615385
RWA3D,extremePointsFronts,7000,EP,0.2,crossoverRepairStrategy,round,0.5846153846153846,0.5961538461538461,0.011538461538461497
RWA3D,extremePointsFronts,7000,HV,0.05,crossoverRepairStrategy,bounds,0.3923076923076923,0.3076923076923077,-0.08461538461538459
RWA3D,extremePointsFronts,7000,HV,0.05,crossoverRepairStrategy,random,0.023076923076923078,0.0,-0.023076923076923078
RWA3D,extremePointsFronts,7000,HV,0.05,crossoverRepairStrategy,round,0.5846153846153846,0.6923076923076923,0.10769230769230764
RWA3D,extremePointsFronts,7000,HV,0.1,crossoverRepairStrategy,bounds,0.3923076923076923,0.38461538461538464,-0.007692307692307665
RWA3D,extremePointsFronts,7000,HV,0.1,crossoverRepairStrategy,random,0.023076923076923078,0.0,-0.023076923076923078
RWA3D,extremePointsFronts,7000,HV,0.1,crossoverRepairStrategy,round,0.5846153846153846,0.6153846153846154,0.03076923076923077
RWA3D,extremePointsFronts,7000,HV,0.2,crossoverRepairStrategy,bounds,0.3923076923076923,0.40384615384615385,0.011538461538461553
RWA3D,extremePointsFronts,7000,HV,0.2,crossoverRepairStrategy,random,0.023076923076923078,0.0,-0.023076923076923078
RWA3D,extremePointsFronts,7000,HV,0.2,crossoverRepairStrategy,round,0.5846153846153846,0.5961538461538461,0.011538461538461497
RWA3D,extremePointsFronts,7000,joint,0.05,crossoverRepairStrategy,bounds,0.3923076923076923,0.23076923076923078,-0.16153846153846152
RWA3D,extremePointsFronts,7000,joint,0.05,crossoverRepairStrategy,random,0.023076923076923078,0.0,-0.023076923076923078
RWA3D,extremePointsFronts,7000,joint,0.05,crossoverRepairStrategy,round,0.5846153846153846,0.7692307692307693,0.18461538461538463
RWA3D,extremePointsFronts,7000,joint,0.1,crossoverRepairStrategy,bounds,0.3923076923076923,0.23076923076923078,-0.16153846153846152
RWA3D,extremePointsFronts,7000,joint,0.1,crossoverRepairStrategy,random,0.023076923076923078,0.0,-0.023076923076923078
RWA3D,extremePointsFronts,7000,joint,0.1,crossoverRepairStrategy,round,0.5846153846153846,0.7692307692307693,0.18461538461538463
RWA3D,extremePointsFronts,7000,joint,0.2,crossoverRepairStrategy,bounds,0.3923076923076923,0.3269230769230769,-0.06538461538461537
RWA3D,extremePointsFronts,7000,joint,0.2,crossoverRepairStrategy,random,0.023076923076923078,0.019230769230769232,-0.0038461538461538464
RWA3D,extremePointsFronts,7000,joint,0.2,crossoverRepairStrategy,round,0.5846153846153846,0.6538461538461539,0.0692307692307692
RWA3D,extremePointsFronts,7000,EP,0.05,mutation,levyFlight,0.019230769230769232,0.23076923076923078,0.21153846153846156
RWA3D,extremePointsFronts,7000,EP,0.05,mutation,linkedPolynomial,0.026923076923076925,0.38461538461538464,0.3576923076923077
RWA3D,extremePointsFronts,7000,EP,0.05,mutation,powerLaw,0.9538461538461539,0.38461538461538464,-0.5692307692307692
RWA3D,extremePointsFronts,7000,EP,0.1,mutation,levyFlight,0.019230769230769232,0.15384615384615385,0.13461538461538464
RWA3D,extremePointsFronts,7000,EP,0.1,mutation,linkedPolynomial,0.026923076923076925,0.19230769230769232,0.1653846153846154
RWA3D,extremePointsFronts,7000,EP,0.1,mutation,powerLaw,0.9538461538461539,0.6538461538461539,-0.30000000000000004
RWA3D,extremePointsFronts,7000,EP,0.2,mutation,levyFlight,0.019230769230769232,0.07692307692307693,0.057692307692307696
RWA3D,extremePointsFronts,7000,EP,0.2,mutation,linkedPolynomial,0.026923076923076925,0.1346153846153846,0.10769230769230768
RWA3D,extremePointsFronts,7000,EP,0.2,mutation,powerLaw,0.9538461538461539,0.7884615384615384,-0.16538461538461546
RWA3D,extremePointsFronts,7000,HV,0.05,mutation,levyFlight,0.019230769230769232,0.0,-0.019230769230769232
RWA3D,extremePointsFronts,7000,HV,0.05,mutation,linkedPolynomial,0.026923076923076925,0.0,-0.026923076923076925
RWA3D,extremePointsFronts,7000,HV,0.05,mutation,powerLaw,0.9538461538461539,1.0,0.0461538461538461
RWA3D,extremePointsFronts,7000,HV,0.1,mutation,levyFlight,0.019230769230769232,0.0,-0.019230769230769232
RWA3D,extremePointsFronts,7000,HV,0.1,mutation,linkedPolynomial,0.026923076923076925,0.0,-0.026923076923076925
RWA3D,extremePointsFronts,7000,HV,0.1,mutation,powerLaw,0.9538461538461539,1.0,0.0461538461538461
RWA3D,extremePointsFronts,7000,HV,0.2,mutation,levyFlight,0.019230769230769232,0.0,-0.019230769230769232
RWA3D,extremePointsFronts,7000,HV,0.2,mutation,linkedPolynomial,0.026923076923076925,0.0,-0.026923076923076925
RWA3D,extremePointsFronts,7000,HV,0.2,mutation,powerLaw,0.9538461538461539,1.0,0.0461538461538461
RWA3D,extremePointsFronts,7000,joint,0.05,mutation,levyFlight,0.019230769230769232,0.0,-0.019230769230769232
RWA3D,extremePointsFronts,7000,joint,0.05,mutation,linkedPolynomial,0.026923076923076925,0.0,-0.026923076923076925
RWA3D,extremePointsFronts,7000,joint,0.05,mutation,powerLaw,0.9538461538461539,1.0,0.0461538461538461
RWA3D,extremePointsFronts,7000,joint,0.1,mutation,levyFlight,0.019230769230769232,0.0,-0.019230769230769232
RWA3D,extremePointsFronts,7000,joint,0.1,mutation,linkedPolynomial,0.026923076923076925,0.0,-0.026923076923076925
RWA3D,extremePointsFronts,7000,joint,0.1,mutation,powerLaw,0.9538461538461539,1.0,0.0461538461538461
RWA3D,extremePointsFronts,7000,joint,0.2,mutation,levyFlight,0.019230769230769232,0.0,-0.019230769230769232
RWA3D,extremePointsFronts,7000,joint,0.2,mutation,linkedPolynomial,0.026923076923076925,0.0,-0.026923076923076925
RWA3D,extremePointsFronts,7000,joint,0.2,mutation,powerLaw,0.9538461538461539,1.0,0.0461538461538461
RWA3D,extremePointsFronts,7000,EP,0.05,mutationRepairStrategy,bounds,0.11923076923076924,0.15384615384615385,0.03461538461538462
RWA3D,extremePointsFronts,7000,EP,0.05,mutationRepairStrategy,round,0.8807692307692307,0.8461538461538461,-0.0346153846153846
RWA3D,extremePointsFronts,7000,EP,0.1,mutationRepairStrategy,bounds,0.11923076923076924,0.15384615384615385,0.03461538461538462
RWA3D,extremePointsFronts,7000,EP,0.1,mutationRepairStrategy,round,0.8807692307692307,0.8461538461538461,-0.0346153846153846
RWA3D,extremePointsFronts,7000,EP,0.2,mutationRepairStrategy,bounds,0.11923076923076924,0.17307692307692307,0.053846153846153835
RWA3D,extremePointsFronts,7000,EP,0.2,mutationRepairStrategy,round,0.8807692307692307,0.8269230769230769,-0.05384615384615388
RWA3D,extremePointsFronts,7000,HV,0.05,mutationRepairStrategy,bounds,0.11923076923076924,0.0,-0.11923076923076924
RWA3D,extremePointsFronts,7000,HV,0.05,mutationRepairStrategy,round,0.8807692307692307,1.0,0.11923076923076925
RWA3D,extremePointsFronts,7000,HV,0.1,mutationRepairStrategy,bounds,0.11923076923076924,0.038461538461538464,-0.08076923076923077
RWA3D,extremePointsFronts,7000,HV,0.1,mutationRepairStrategy,round,0.8807692307692307,0.9615384615384616,0.08076923076923082
RWA3D,extremePointsFronts,7000,HV,0.2,mutationRepairStrategy,bounds,0.11923076923076924,0.019230769230769232,-0.1
RWA3D,extremePointsFronts,7000,HV,0.2,mutationRepairStrategy,round,0.8807692307692307,0.9807692307692307,0.09999999999999998
RWA3D,extremePointsFronts,7000,joint,0.05,mutationRepairStrategy,bounds,0.11923076923076924,0.15384615384615385,0.03461538461538462
RWA3D,extremePointsFronts,7000,joint,0.05,mutationRepairStrategy,round,0.8807692307692307,0.8461538461538461,-0.0346153846153846
RWA3D,extremePointsFronts,7000,joint,0.1,mutationRepairStrategy,bounds,0.11923076923076924,0.19230769230769232,0.07307692307692308
RWA3D,extremePointsFronts,7000,joint,0.1,mutationRepairStrategy,round,0.8807692307692307,0.8076923076923077,-0.07307692307692304
RWA3D,extremePointsFronts,7000,joint,0.2,mutationRepairStrategy,bounds,0.11923076923076924,0.1346153846153846,0.015384615384615372
RWA3D,extremePointsFronts,7000,joint,0.2,mutationRepairStrategy,round,0.8807692307692307,0.8653846153846154,-0.01538461538461533
RWA3D,extremePointsFronts,7000,EP,0.05,offspringPopulationSize,1,0.18076923076923077,0.15384615384615385,-0.02692307692307691
RWA3D,extremePointsFronts,7000,EP,0.05,offspringPopulationSize,10,0.13076923076923078,0.46153846153846156,0.3307692307692308
RWA3D,extremePointsFronts,7000,EP,0.05,offspringPopulationSize,100,0.06923076923076923,0.0,-0.06923076923076923
RWA3D,extremePointsFronts,7000,EP,0.05,offspringPopulationSize,20,0.12692307692307692,0.0,-0.12692307692307692
