family,front_type,budget,view,quantile,parameter,category,observed_share,elite_share,elite_over_representation
RE3D,referenceFronts,1000,EP,0.1,archiveType,unboundedArchive,1.0,1.0,0.0
RE3D,referenceFronts,1000,EP,0.2,archiveType,unboundedArchive,1.0,1.0,0.0
RE3D,referenceFronts,1000,HV,0.05,archiveType,unboundedArchive,1.0,1.0,0.0
RE3D,referenceFronts,1000,HV,0.1,archiveType,unboundedArchive,1.0,1.0,0.0
RE3D,referenceFronts,1000,HV,0.2,archiveType,unboundedArchive,1.0,1.0,0.0
RE3D,referenceFronts,1000,joint,0.05,archiveType,unboundedArchive,1.0,1.0,0.0
RE3D,referenceFronts,1000,joint,0.1,archiveType,unboundedArchive,1.0,1.0,0.0
RE3D,referenceFronts,1000,joint,0.2,archiveType,unboundedArchive,1.0,1.0,0.0
RE3D,referenceFronts,1000,EP,0.05,createInitialSolutions,cauchy,0.4043478260869565,0.4166666666666667,0.012318840579710166
RE3D,referenceFronts,1000,EP,0.05,createInitialSolutions,default,0.13043478260869565,0.0,-0.13043478260869565
RE3D,referenceFronts,1000,EP,0.05,createInitialSolutions,latinHypercubeSampling,0.10434782608695652,0.08333333333333333,-0.021014492753623187
RE3D,referenceFronts,1000,EP,0.05,createInitialSolutions,oppositionBased,0.0782608695652174,0.16666666666666666,0.08840579710144926
RE3D,referenceFronts,1000,EP,0.05,createInitialSolutions,scatterSearch,0.09130434782608696,0.08333333333333333,-0.007971014492753628
RE3D,referenceFronts,1000,EP,0.05,createInitialSolutions,sobol,0.19130434782608696,0.25,0.05869565217391304
RE3D,referenceFronts,1000,EP,0.1,createInitialSolutions,cauchy,0.4043478260869565,0.391304347826087,-0.013043478260869545
RE3D,referenceFronts,1000,EP,0.1,createInitialSolutions,default,0.13043478260869565,0.0,-0.13043478260869565
RE3D,referenceFronts,1000,EP,0.1,createInitialSolutions,latinHypercubeSampling,0.10434782608695652,0.08695652173913043,-0.017391304347826084
RE3D,referenceFronts,1000,EP,0.1,createInitialSolutions,oppositionBased,0.0782608695652174,0.21739130434782608,0.13913043478260867
RE3D,referenceFronts,1000,EP,0.1,createInitialSolutions,scatterSearch,0.09130434782608696,0.08695652173913043,-0.004347826086956524
RE3D,referenceFronts,1000,EP,0.1,createInitialSolutions,sobol,0.19130434782608696,0.21739130434782608,0.02608695652173912
RE3D,referenceFronts,1000,EP,0.2,createInitialSolutions,cauchy,0.4043478260869565,0.3695652173913043,-0.034782608695652195
RE3D,referenceFronts,1000,EP,0.2,createInitialSolutions,default,0.13043478260869565,0.06521739130434782,-0.06521739130434782
RE3D,referenceFronts,1000,EP,0.2,createInitialSolutions,latinHypercubeSampling,0.10434782608695652,0.10869565217391304,0.004347826086956524
RE3D,referenceFronts,1000,EP,0.2,createInitialSolutions,oppositionBased,0.0782608695652174,0.15217391304347827,0.07391304347826087
RE3D,referenceFronts,1000,EP,0.2,createInitialSolutions,scatterSearch,0.09130434782608696,0.10869565217391304,0.017391304347826084
RE3D,referenceFronts,1000,EP,0.2,createInitialSolutions,sobol,0.19130434782608696,0.1956521739130435,0.004347826086956524
RE3D,referenceFronts,1000,HV,0.05,createInitialSolutions,cauchy,0.4043478260869565,0.75,0.3456521739130435
RE3D,referenceFronts,1000,HV,0.05,createInitialSolutions,default,0.13043478260869565,0.0,-0.13043478260869565
RE3D,referenceFronts,1000,HV,0.05,createInitialSolutions,latinHypercubeSampling,0.10434782608695652,0.16666666666666666,0.06231884057971014
RE3D,referenceFronts,1000,HV,0.05,createInitialSolutions,oppositionBased,0.0782608695652174,0.08333333333333333,0.005072463768115931
RE3D,referenceFronts,1000,HV,0.05,createInitialSolutions,scatterSearch,0.09130434782608696,0.0,-0.09130434782608696
RE3D,referenceFronts,1000,HV,0.05,createInitialSolutions,sobol,0.19130434782608696,0.0,-0.19130434782608696
RE3D,referenceFronts,1000,HV,0.1,createInitialSolutions,cauchy,0.4043478260869565,0.6086956521739131,0.20434782608695656
RE3D,referenceFronts,1000,HV,0.1,createInitialSolutions,default,0.13043478260869565,0.0,-0.13043478260869565
RE3D,referenceFronts,1000,HV,0.1,createInitialSolutions,latinHypercubeSampling,0.10434782608695652,0.08695652173913043,-0.017391304347826084
RE3D,referenceFronts,1000,HV,0.1,createInitialSolutions,oppositionBased,0.0782608695652174,0.13043478260869565,0.05217391304347825
RE3D,referenceFronts,1000,HV,0.1,createInitialSolutions,scatterSearch,0.09130434782608696,0.08695652173913043,-0.004347826086956524
RE3D,referenceFronts,1000,HV,0.1,createInitialSolutions,sobol,0.19130434782608696,0.08695652173913043,-0.10434782608695653
RE3D,referenceFronts,1000,HV,0.2,createInitialSolutions,cauchy,0.4043478260869565,0.5652173913043478,0.16086956521739126
RE3D,referenceFronts,1000,HV,0.2,createInitialSolutions,default,0.13043478260869565,0.021739130434782608,-0.10869565217391304
RE3D,referenceFronts,1000,HV,0.2,createInitialSolutions,latinHypercubeSampling,0.10434782608695652,0.06521739130434782,-0.03913043478260869
RE3D,referenceFronts,1000,HV,0.2,createInitialSolutions,oppositionBased,0.0782608695652174,0.06521739130434782,-0.013043478260869573
RE3D,referenceFronts,1000,HV,0.2,createInitialSolutions,scatterSearch,0.09130434782608696,0.13043478260869565,0.03913043478260869
RE3D,referenceFronts,1000,HV,0.2,createInitialSolutions,sobol,0.19130434782608696,0.15217391304347827,-0.03913043478260869
RE3D,referenceFronts,1000,joint,0.05,createInitialSolutions,cauchy,0.4043478260869565,0.5,0.09565217391304348
RE3D,referenceFronts,1000,joint,0.05,createInitialSolutions,default,0.13043478260869565,0.0,-0.13043478260869565
RE3D,referenceFronts,1000,joint,0.05,createInitialSolutions,latinHypercubeSampling,0.10434782608695652,0.16666666666666666,0.06231884057971014
RE3D,referenceFronts,1000,joint,0.05,createInitialSolutions,oppositionBased,0.0782608695652174,0.08333333333333333,0.005072463768115931
RE3D,referenceFronts,1000,joint,0.05,createInitialSolutions,scatterSearch,0.09130434782608696,0.0,-0.09130434782608696
RE3D,referenceFronts,1000,joint,0.05,createInitialSolutions,sobol,0.19130434782608696,0.25,0.05869565217391304
RE3D,referenceFronts,1000,joint,0.1,createInitialSolutions,cauchy,0.4043478260869565,0.4782608695652174,0.07391304347826089
RE3D,referenceFronts,1000,joint,0.1,createInitialSolutions,default,0.13043478260869565,0.0,-0.13043478260869565
RE3D,referenceFronts,1000,joint,0.1,createInitialSolutions,latinHypercubeSampling,0.10434782608695652,0.13043478260869565,0.026086956521739132
RE3D,referenceFronts,1000,joint,0.1,createInitialSolutions,oppositionBased,0.0782608695652174,0.13043478260869565,0.05217391304347825
RE3D,referenceFronts,1000,joint,0.1,createInitialSolutions,scatterSearch,0.09130434782608696,0.043478260869565216,-0.04782608695652174
RE3D,referenceFronts,1000,joint,0.1,createInitialSolutions,sobol,0.19130434782608696,0.21739130434782608,0.02608695652173912
RE3D,referenceFronts,1000,joint,0.2,createInitialSolutions,cauchy,0.4043478260869565,0.4782608695652174,0.07391304347826089
RE3D,referenceFronts,1000,joint,0.2,createInitialSolutions,default,0.13043478260869565,0.0,-0.13043478260869565
RE3D,referenceFronts,1000,joint,0.2,createInitialSolutions,latinHypercubeSampling,0.10434782608695652,0.10869565217391304,0.004347826086956524
RE3D,referenceFronts,1000,joint,0.2,createInitialSolutions,oppositionBased,0.0782608695652174,0.10869565217391304,0.030434782608695643
RE3D,referenceFronts,1000,joint,0.2,createInitialSolutions,scatterSearch,0.09130434782608696,0.08695652173913043,-0.004347826086956524
RE3D,referenceFronts,1000,joint,0.2,createInitialSolutions,sobol,0.19130434782608696,0.21739130434782608,0.02608695652173912
RE3D,referenceFronts,1000,EP,0.05,crossover,BLX-alpha,0.39565217391304347,0.3333333333333333,-0.062318840579710155
RE3D,referenceFronts,1000,EP,0.05,crossover,BLX-alpha-beta,0.5565217391304348,0.5,-0.05652173913043479
RE3D,referenceFronts,1000,EP,0.05,crossover,PCX,0.030434782608695653,0.08333333333333333,0.05289855072463767
RE3D,referenceFronts,1000,EP,0.05,crossover,laplace,0.017391304347826087,0.08333333333333333,0.06594202898550725
RE3D,referenceFronts,1000,EP,0.1,crossover,BLX-alpha,0.39565217391304347,0.5652173913043478,0.1695652173913043
RE3D,referenceFronts,1000,EP,0.1,crossover,BLX-alpha-beta,0.5565217391304348,0.30434782608695654,-0.25217391304347825
RE3D,referenceFronts,1000,EP,0.1,crossover,PCX,0.030434782608695653,0.08695652173913043,0.056521739130434775
RE3D,referenceFronts,1000,EP,0.1,crossover,laplace,0.017391304347826087,0.043478260869565216,0.02608695652173913
RE3D,referenceFronts,1000,EP,0.2,crossover,BLX-alpha,0.39565217391304347,0.6086956521739131,0.2130434782608696
RE3D,referenceFronts,1000,EP,0.2,crossover,BLX-alpha-beta,0.5565217391304348,0.30434782608695654,-0.25217391304347825
RE3D,referenceFronts,1000,EP,0.2,crossover,PCX,0.030434782608695653,0.06521739130434782,0.03478260869565217
RE3D,referenceFronts,1000,EP,0.2,crossover,laplace,0.017391304347826087,0.021739130434782608,0.004347826086956521
RE3D,referenceFronts,1000,HV,0.05,crossover,BLX-alpha,0.39565217391304347,0.08333333333333333,-0.31231884057971016
RE3D,referenceFronts,1000,HV,0.05,crossover,BLX-alpha-beta,0.5565217391304348,0.9166666666666666,0.36014492753623184
RE3D,referenceFronts,1000,HV,0.05,crossover,PCX,0.030434782608695653,0.0,-0.030434782608695653
RE3D,referenceFronts,1000,HV,0.05,crossover,laplace,0.017391304347826087,0.0,-0.017391304347826087
RE3D,referenceFronts,1000,HV,0.1,crossover,BLX-alpha,0.39565217391304347,0.17391304347826086,-0.2217391304347826
RE3D,referenceFronts,1000,HV,0.1,crossover,BLX-alpha-beta,0.5565217391304348,0.8260869565217391,0.26956521739130435
RE3D,referenceFronts,1000,HV,0.1,crossover,PCX,0.030434782608695653,0.0,-0.030434782608695653
RE3D,referenceFronts,1000,HV,0.1,crossover,laplace,0.017391304347826087,0.0,-0.017391304347826087
RE3D,referenceFronts,1000,HV,0.2,crossover,BLX-alpha,0.39565217391304347,0.2826086956521739,-0.11304347826086958
RE3D,referenceFronts,1000,HV,0.2,crossover,BLX-alpha-beta,0.5565217391304348,0.717391304347826,0.16086956521739126
RE3D,referenceFronts,1000,HV,0.2,crossover,PCX,0.030434782608695653,0.0,-0.030434782608695653
RE3D,referenceFronts,1000,HV,0.2,crossover,laplace,0.017391304347826087,0.0,-0.017391304347826087
RE3D,referenceFronts,1000,joint,0.05,crossover,BLX-alpha,0.39565217391304347,0.6666666666666666,0.27101449275362316
RE3D,referenceFronts,1000,joint,0.05,crossover,BLX-alpha-beta,0.5565217391304348,0.3333333333333333,-0.22318840579710147
RE3D,referenceFronts,1000,joint,0.05,crossover,PCX,0.030434782608695653,0.0,-0.030434782608695653
RE3D,referenceFronts,1000,joint,0.05,crossover,laplace,0.017391304347826087,0.0,-0.017391304347826087
RE3D,referenceFronts,1000,joint,0.1,crossover,BLX-alpha,0.39565217391304347,0.5652173913043478,0.1695652173913043
RE3D,referenceFronts,1000,joint,0.1,crossover,BLX-alpha-beta,0.5565217391304348,0.43478260869565216,-0.12173913043478263
RE3D,referenceFronts,1000,joint,0.1,crossover,PCX,0.030434782608695653,0.0,-0.030434782608695653
RE3D,referenceFronts,1000,joint,0.1,crossover,laplace,0.017391304347826087,0.0,-0.017391304347826087
RE3D,referenceFronts,1000,joint,0.2,crossover,BLX-alpha,0.39565217391304347,0.5652173913043478,0.1695652173913043
RE3D,referenceFronts,1000,joint,0.2,crossover,BLX-alpha-beta,0.5565217391304348,0.43478260869565216,-0.12173913043478263
RE3D,referenceFronts,1000,joint,0.2,crossover,PCX,0.030434782608695653,0.0,-0.030434782608695653
RE3D,referenceFronts,1000,joint,0.2,crossover,laplace,0.017391304347826087,0.0,-0.017391304347826087
RE3D,referenceFronts,1000,EP,0.05,crossoverRepairStrategy,bounds,0.7217391304347827,0.6666666666666666,-0.05507246376811603
RE3D,referenceFronts,1000,EP,0.05,crossoverRepairStrategy,random,0.1391304347826087,0.08333333333333333,-0.05579710144927537
RE3D,referenceFronts,1000,EP,0.05,crossoverRepairStrategy,round,0.1391304347826087,0.25,0.1108695652173913
RE3D,referenceFronts,1000,EP,0.1,crossoverRepairStrategy,bounds,0.7217391304347827,0.782608695652174,0.060869565217391286
RE3D,referenceFronts,1000,EP,0.1,crossoverRepairStrategy,random,0.1391304347826087,0.043478260869565216,-0.09565217391304348
RE3D,referenceFronts,1000,EP,0.1,crossoverRepairStrategy,round,0.1391304347826087,0.17391304347826086,0.03478260869565217
RE3D,referenceFronts,1000,EP,0.2,crossoverRepairStrategy,bounds,0.7217391304347827,0.8260869565217391,0.10434782608695647
RE3D,referenceFronts,1000,EP,0.2,crossoverRepairStrategy,random,0.1391304347826087,0.021739130434782608,-0.11739130434782609
RE3D,referenceFronts,1000,EP,0.2,crossoverRepairStrategy,round,0.1391304347826087,0.15217391304347827,0.013043478260869573
RE3D,referenceFronts,1000,HV,0.05,crossoverRepairStrategy,bounds,0.7217391304347827,0.75,0.02826086956521734
RE3D,referenceFronts,1000,HV,0.05,crossoverRepairStrategy,random,0.1391304347826087,0.0,-0.1391304347826087
RE3D,referenceFronts,1000,HV,0.05,crossoverRepairStrategy,round,0.1391304347826087,0.25,0.1108695652173913
RE3D,referenceFronts,1000,HV,0.1,crossoverRepairStrategy,bounds,0.7217391304347827,0.7391304347826086,0.017391304347825987
RE3D,referenceFronts,1000,HV,0.1,crossoverRepairStrategy,random,0.1391304347826087,0.08695652173913043,-0.052173913043478265
RE3D,referenceFronts,1000,HV,0.1,crossoverRepairStrategy,round,0.1391304347826087,0.17391304347826086,0.03478260869565217
RE3D,referenceFronts,1000,HV,0.2,crossoverRepairStrategy,bounds,0.7217391304347827,0.6956521739130435,-0.026086956521739202
RE3D,referenceFronts,1000,HV,0.2,crossoverRepairStrategy,random,0.1391304347826087,0.08695652173913043,-0.052173913043478265
RE3D,referenceFronts,1000,HV,0.2,crossoverRepairStrategy,round,0.1391304347826087,0.21739130434782608,0.07826086956521738
RE3D,referenceFronts,1000,joint,0.05,crossoverRepairStrategy,bounds,0.7217391304347827,0.75,0.02826086956521734
RE3D,referenceFronts,1000,joint,0.05,crossoverRepairStrategy,random,0.1391304347826087,0.0,-0.1391304347826087
RE3D,referenceFronts,1000,joint,0.05,crossoverRepairStrategy,round,0.1391304347826087,0.25,0.1108695652173913
RE3D,referenceFronts,1000,joint,0.1,crossoverRepairStrategy,bounds,0.7217391304347827,0.782608695652174,0.060869565217391286
RE3D,referenceFronts,1000,joint,0.1,crossoverRepairStrategy,random,0.1391304347826087,0.043478260869565216,-0.09565217391304348
RE3D,referenceFronts,1000,joint,0.1,crossoverRepairStrategy,round,0.1391304347826087,0.17391304347826086,0.03478260869565217
RE3D,referenceFronts,1000,joint,0.2,crossoverRepairStrategy,bounds,0.7217391304347827,0.8478260869565217,0.12608695652173907
RE3D,referenceFronts,1000,joint,0.2,crossoverRepairStrategy,random,0.1391304347826087,0.021739130434782608,-0.11739130434782609
RE3D,referenceFronts,1000,joint,0.2,crossoverRepairStrategy,round,0.1391304347826087,0.13043478260869565,-0.008695652173913049
RE3D,referenceFronts,1000,EP,0.05,mutation,levyFlight,0.44782608695652176,0.5833333333333334,0.1355072463768116
RE3D,referenceFronts,1000,EP,0.05,mutation,nonUniform,0.16521739130434782,0.0,-0.16521739130434782
RE3D,referenceFronts,1000,EP,0.05,mutation,powerLaw,0.34782608695652173,0.4166666666666667,0.06884057971014496
RE3D,referenceFronts,1000,EP,0.05,mutation,uniform,0.0391304347826087,0.0,-0.0391304347826087
RE3D,referenceFronts,1000,EP,0.1,mutation,levyFlight,0.44782608695652176,0.7391304347826086,0.2913043478260869
RE3D,referenceFronts,1000,EP,0.1,mutation,nonUniform,0.16521739130434782,0.0,-0.16521739130434782
RE3D,referenceFronts,1000,EP,0.1,mutation,powerLaw,0.34782608695652173,0.2608695652173913,-0.08695652173913043
RE3D,referenceFronts,1000,EP,0.1,mutation,uniform,0.0391304347826087,0.0,-0.0391304347826087
RE3D,referenceFronts,1000,EP,0.2,mutation,levyFlight,0.44782608695652176,0.6739130434782609,0.2260869565217391
RE3D,referenceFronts,1000,EP,0.2,mutation,nonUniform,0.16521739130434782,0.021739130434782608,-0.14347826086956522
RE3D,referenceFronts,1000,EP,0.2,mutation,powerLaw,0.34782608695652173,0.30434782608695654,-0.04347826086956519
RE3D,referenceFronts,1000,EP,0.2,mutation,uniform,0.0391304347826087,0.0,-0.0391304347826087
RE3D,referenceFronts,1000,HV,0.05,mutation,levyFlight,0.44782608695652176,0.3333333333333333,-0.11449275362318845
RE3D,referenceFronts,1000,HV,0.05,mutation,nonUniform,0.16521739130434782,0.0,-0.16521739130434782
RE3D,referenceFronts,1000,HV,0.05,mutation,powerLaw,0.34782608695652173,0.6666666666666666,0.3188405797101449
RE3D,referenceFronts,1000,HV,0.05,mutation,uniform,0.0391304347826087,0.0,-0.0391304347826087
RE3D,referenceFronts,1000,HV,0.1,mutation,levyFlight,0.44782608695652176,0.391304347826087,-0.05652173913043479
RE3D,referenceFronts,1000,HV,0.1,mutation,nonUniform,0.16521739130434782,0.043478260869565216,-0.1217391304347826
RE3D,referenceFronts,1000,HV,0.1,mutation,powerLaw,0.34782608695652173,0.5652173913043478,0.21739130434782605
RE3D,referenceFronts,1000,HV,0.1,mutation,uniform,0.0391304347826087,0.0,-0.0391304347826087
RE3D,referenceFronts,1000,HV,0.2,mutation,levyFlight,0.44782608695652176,0.41304347826086957,-0.034782608695652195
RE3D,referenceFronts,1000,HV,0.2,mutation,nonUniform,0.16521739130434782,0.08695652173913043,-0.07826086956521738
RE3D,referenceFronts,1000,HV,0.2,mutation,powerLaw,0.34782608695652173,0.45652173913043476,0.10869565217391303
RE3D,referenceFronts,1000,HV,0.2,mutation,uniform,0.0391304347826087,0.043478260869565216,0.0043478260869565175
RE3D,referenceFronts,1000,joint,0.05,mutation,levyFlight,0.44782608695652176,0.75,0.30217391304347824
RE3D,referenceFronts,1000,joint,0.05,mutation,nonUniform,0.16521739130434782,0.0,-0.16521739130434782
RE3D,referenceFronts,1000,joint,0.05,mutation,powerLaw,0.34782608695652173,0.25,-0.09782608695652173
RE3D,referenceFronts,1000,joint,0.05,mutation,uniform,0.0391304347826087,0.0,-0.0391304347826087
RE3D,referenceFronts,1000,joint,0.1,mutation,levyFlight,0.44782608695652176,0.7391304347826086,0.2913043478260869
RE3D,referenceFronts,1000,joint,0.1,mutation,nonUniform,0.16521739130434782,0.043478260869565216,-0.1217391304347826
RE3D,referenceFronts,1000,joint,0.1,mutation,powerLaw,0.34782608695652173,0.21739130434782608,-0.13043478260869565
RE3D,referenceFronts,1000,joint,0.1,mutation,uniform,0.0391304347826087,0.0,-0.0391304347826087
RE3D,referenceFronts,1000,joint,0.2,mutation,levyFlight,0.44782608695652176,0.6086956521739131,0.16086956521739132
RE3D,referenceFronts,1000,joint,0.2,mutation,nonUniform,0.16521739130434782,0.021739130434782608,-0.14347826086956522
RE3D,referenceFronts,1000,joint,0.2,mutation,powerLaw,0.34782608695652173,0.34782608695652173,0.0
RE3D,referenceFronts,1000,joint,0.2,mutation,uniform,0.0391304347826087,0.021739130434782608,-0.01739130434782609
RE3D,referenceFronts,1000,EP,0.05,mutationRepairStrategy,bounds,0.7043478260869566,0.9166666666666666,0.21231884057971007
RE3D,referenceFronts,1000,EP,0.05,mutationRepairStrategy,random,0.06956521739130435,0.0,-0.06956521739130435
RE3D,referenceFronts,1000,EP,0.05,mutationRepairStrategy,round,0.22608695652173913,0.08333333333333333,-0.1427536231884058
RE3D,referenceFronts,1000,EP,0.1,mutationRepairStrategy,bounds,0.7043478260869566,0.9130434782608695,0.20869565217391295
RE3D,referenceFronts,1000,EP,0.1,mutationRepairStrategy,random,0.06956521739130435,0.0,-0.06956521739130435
RE3D,referenceFronts,1000,EP,0.1,mutationRepairStrategy,round,0.22608695652173913,0.08695652173913043,-0.1391304347826087
RE3D,referenceFronts,1000,EP,0.2,mutationRepairStrategy,bounds,0.7043478260869566,0.8913043478260869,0.18695652173913035
RE3D,referenceFronts,1000,EP,0.2,mutationRepairStrategy,random,0.06956521739130435,0.0,-0.06956521739130435
RE3D,referenceFronts,1000,EP,0.2,mutationRepairStrategy,round,0.22608695652173913,0.10869565217391304,-0.11739130434782609
RE3D,referenceFronts,1000,HV,0.05,mutationRepairStrategy,bounds,0.7043478260869566,0.6666666666666666,-0.037681159420289934
RE3D,referenceFronts,1000,HV,0.05,mutationRepairStrategy,random,0.06956521739130435,0.0,-0.06956521739130435
RE3D,referenceFronts,1000,HV,0.05,mutationRepairStrategy,round,0.22608695652173913,0.3333333333333333,0.10724637681159419
RE3D,referenceFronts,1000,HV,0.1,mutationRepairStrategy,bounds,0.7043478260869566,0.6956521739130435,-0.008695652173913104
RE3D,referenceFronts,1000,HV,0.1,mutationRepairStrategy,random,0.06956521739130435,0.043478260869565216,-0.026086956521739132
RE3D,referenceFronts,1000,HV,0.1,mutationRepairStrategy,round,0.22608695652173913,0.2608695652173913,0.03478260869565217
RE3D,referenceFronts,1000,HV,0.2,mutationRepairStrategy,bounds,0.7043478260869566,0.7391304347826086,0.034782608695652084
RE3D,referenceFronts,1000,HV,0.2,mutationRepairStrategy,random,0.06956521739130435,0.043478260869565216,-0.026086956521739132
RE3D,referenceFronts,1000,HV,0.2,mutationRepairStrategy,round,0.22608695652173913,0.21739130434782608,-0.008695652173913049
RE3D,referenceFronts,1000,joint,0.05,mutationRepairStrategy,bounds,0.7043478260869566,1.0,0.29565217391304344
RE3D,referenceFronts,1000,joint,0.05,mutationRepairStrategy,random,0.06956521739130435,0.0,-0.06956521739130435
RE3D,referenceFronts,1000,joint,0.05,mutationRepairStrategy,round,0.22608695652173913,0.0,-0.22608695652173913
RE3D,referenceFronts,1000,joint,0.1,mutationRepairStrategy,bounds,0.7043478260869566,0.9565217391304348,0.25217391304347825
RE3D,referenceFronts,1000,joint,0.1,mutationRepairStrategy,random,0.06956521739130435,0.0,-0.06956521739130435
RE3D,referenceFronts,1000,joint,0.1,mutationRepairStrategy,round,0.22608695652173913,0.043478260869565216,-0.1826086956521739
RE3D,referenceFronts,1000,joint,0.2,mutationRepairStrategy,bounds,0.7043478260869566,0.8913043478260869,0.18695652173913035
RE3D,referenceFronts,1000,joint,0.2,mutationRepairStrategy,random,0.06956521739130435,0.0,-0.06956521739130435
RE3D,referenceFronts,1000,joint,0.2,mutationRepairStrategy,round,0.22608695652173913,0.10869565217391304,-0.11739130434782609
RE3D,referenceFronts,1000,EP,0.05,offspringPopulationSize,1,0.3695652173913043,0.25,-0.11956521739130432
RE3D,referenceFronts,1000,EP,0.05,offspringPopulationSize,10,0.22608695652173913,0.3333333333333333,0.10724637681159419
RE3D,referenceFronts,1000,EP,0.05,offspringPopulationSize,20,0.13043478260869565,0.16666666666666666,0.03623188405797101
RE3D,referenceFronts,1000,EP,0.05,offspringPopulationSize,5,0.24782608695652175,0.25,0.0021739130434782483
RE3D,referenceFronts,1000,EP,0.05,offspringPopulationSize,50,0.02608695652173913,0.0,-0.02608695652173913
RE3D,referenceFronts,1000,EP,0.1,offspringPopulationSize,1,0.3695652173913043,0.2608695652173913,-0.10869565217391303
RE3D,referenceFronts,1000,EP,0.1,offspringPopulationSize,10,0.22608695652173913,0.34782608695652173,0.1217391304347826
RE3D,referenceFronts,1000,EP,0.1,offspringPopulationSize,20,0.13043478260869565,0.08695652173913043,-0.043478260869565216
RE3D,referenceFronts,1000,EP,0.1,offspringPopulationSize,5,0.24782608695652175,0.30434782608695654,0.05652173913043479
RE3D,referenceFronts,1000,EP,0.1,offspringPopulationSize,50,0.02608695652173913,0.0,-0.02608695652173913
RE3D,referenceFronts,1000,EP,0.2,offspringPopulationSize,1,0.3695652173913043,0.17391304347826086,-0.19565217391304346
RE3D,referenceFronts,1000,EP,0.2,offspringPopulationSize,10,0.22608695652173913,0.34782608695652173,0.1217391304347826
RE3D,referenceFronts,1000,EP,0.2,offspringPopulationSize,20,0.13043478260869565,0.13043478260869565,0.0
RE3D,referenceFronts,1000,EP,0.2,offspringPopulationSize,5,0.24782608695652175,0.32608695652173914,0.07826086956521738
RE3D,referenceFronts,1000,EP,0.2,offspringPopulationSize,50,0.02608695652173913,0.021739130434782608,-0.004347826086956521
RE3D,referenceFronts,1000,HV,0.05,offspringPopulationSize,1,0.3695652173913043,0.5,0.13043478260869568
RE3D,referenceFronts,1000,HV,0.05,offspringPopulationSize,10,0.22608695652173913,0.4166666666666667,0.19057971014492756
RE3D,referenceFronts,1000,HV,0.05,offspringPopulationSize,20,0.13043478260869565,0.0,-0.13043478260869565
RE3D,referenceFronts,1000,HV,0.05,offspringPopulationSize,5,0.24782608695652175,0.08333333333333333,-0.16449275362318844
RE3D,referenceFronts,1000,HV,0.05,offspringPopulationSize,50,0.02608695652173913,0.0,-0.02608695652173913
RE3D,referenceFronts,1000,HV,0.1,offspringPopulationSize,1,0.3695652173913043,0.5217391304347826,0.15217391304347827
RE3D,referenceFronts,1000,HV,0.1,offspringPopulationSize,10,0.22608695652173913,0.2608695652173913,0.03478260869565217
RE3D,referenceFronts,1000,HV,0.1,offspringPopulationSize,20,0.13043478260869565,0.08695652173913043,-0.043478260869565216
RE3D,referenceFronts,1000,HV,0.1,offspringPopulationSize,5,0.24782608695652175,0.13043478260869565,-0.1173913043478261
RE3D,referenceFronts,1000,HV,0.1,offspringPopulationSize,50,0.02608695652173913,0.0,-0.02608695652173913
RE3D,referenceFronts,1000,HV,0.2,offspringPopulationSize,1,0.3695652173913043,0.5,0.13043478260869568
RE3D,referenceFronts,1000,HV,0.2,offspringPopulationSize,10,0.22608695652173913,0.2826086956521739,0.05652173913043476
RE3D,referenceFronts,1000,HV,0.2,offspringPopulationSize,20,0.13043478260869565,0.10869565217391304,-0.021739130434782608
RE3D,referenceFronts,1000,HV,0.2,offspringPopulationSize,5,0.24782608695652175,0.10869565217391304,-0.13913043478260873
RE3D,referenceFronts,1000,HV,0.2,offspringPopulationSize,50,0.02608695652173913,0.0,-0.02608695652173913
RE3D,referenceFronts,1000,joint,0.05,offspringPopulationSize,1,0.3695652173913043,0.4166666666666667,0.04710144927536236
RE3D,referenceFronts,1000,joint,0.05,offspringPopulationSize,10,0.22608695652173913,0.4166666666666667,0.19057971014492756
RE3D,referenceFronts,1000,joint,0.05,offspringPopulationSize,20,0.13043478260869565,0.0,-0.13043478260869565
RE3D,referenceFronts,1000,joint,0.05,offspringPopulationSize,5,0.24782608695652175,0.16666666666666666,-0.0811594202898551
RE3D,referenceFronts,1000,joint,0.05,offspringPopulationSize,50,0.02608695652173913,0.0,-0.02608695652173913
RE3D,referenceFronts,1000,joint,0.1,offspringPopulationSize,1,0.3695652173913043,0.391304347826087,0.02173913043478265
RE3D,referenceFronts,1000,joint,0.1,offspringPopulationSize,10,0.22608695652173913,0.391304347826087,0.16521739130434784
RE3D,referenceFronts,1000,joint,0.1,offspringPopulationSize,20,0.13043478260869565,0.08695652173913043,-0.043478260869565216
RE3D,referenceFronts,1000,joint,0.1,offspringPopulationSize,5,0.24782608695652175,0.13043478260869565,-0.1173913043478261
RE3D,referenceFronts,1000,joint,0.1,offspringPopulationSize,50,0.02608695652173913,0.0,-0.02608695652173913
RE3D,referenceFronts,1000,joint,0.2,offspringPopulationSize,1,0.3695652173913043,0.32608695652173914,-0.04347826086956519
RE3D,referenceFronts,1000,joint,0.2,offspringPopulationSize,10,0.22608695652173913,0.34782608695652173,0.1217391304347826
RE3D,referenceFronts,1000,joint,0.2,offspringPopulationSize,20,0.13043478260869565,0.06521739130434782,-0.06521739130434782
RE3D,referenceFronts,1000,joint,0.2,offspringPopulationSize,5,0.24782608695652175,0.2608695652173913,0.013043478260869545
