family,front_type,budget,view,quantile,parameter,parameter_kind,observed_n,elite_n,observed_unique,elite_unique,dominant_category,dominant_share
RE3D,referenceFronts,1000,joint,0.1,mutationRepairStrategy,categorical,230,23,3,2,bounds,0.9565217391304348
RE3D,referenceFronts,1000,joint,0.2,mutationRepairStrategy,categorical,230,46,3,2,bounds,0.8913043478260869
RE3D,referenceFronts,1000,EP,0.05,offspringPopulationSize,categorical,230,12,5,4,10,0.3333333333333333
RE3D,referenceFronts,1000,EP,0.1,offspringPopulationSize,categorical,230,23,5,4,10,0.34782608695652173
RE3D,referenceFronts,1000,EP,0.2,offspringPopulationSize,categorical,230,46,5,5,10,0.34782608695652173
RE3D,referenceFronts,1000,HV,0.05,offspringPopulationSize,categorical,230,12,5,3,1,0.5
RE3D,referenceFronts,1000,HV,0.1,offspringPopulationSize,categorical,230,23,5,4,1,0.5217391304347826
RE3D,referenceFronts,1000,HV,0.2,offspringPopulationSize,categorical,230,46,5,4,1,0.5
RE3D,referenceFronts,1000,joint,0.05,offspringPopulationSize,categorical,230,12,5,3,10,0.4166666666666667
RE3D,referenceFronts,1000,joint,0.1,offspringPopulationSize,categorical,230,23,5,4,10,0.391304347826087
RE3D,referenceFronts,1000,joint,0.2,offspringPopulationSize,categorical,230,46,5,4,10,0.34782608695652173
RE3D,referenceFronts,1000,EP,0.05,selection,categorical,230,12,5,4,boltzmann,0.4166666666666667
RE3D,referenceFronts,1000,EP,0.1,selection,categorical,230,23,5,5,boltzmann,0.391304347826087
RE3D,referenceFronts,1000,EP,0.2,selection,categorical,230,46,5,5,boltzmann,0.4782608695652174
RE3D,referenceFronts,1000,HV,0.05,selection,categorical,230,12,5,4,tournament,0.4166666666666667
RE3D,referenceFronts,1000,HV,0.1,selection,categorical,230,23,5,4,boltzmann,0.391304347826087
RE3D,referenceFronts,1000,HV,0.2,selection,categorical,230,46,5,5,tournament,0.3695652173913043
RE3D,referenceFronts,1000,joint,0.05,selection,categorical,230,12,5,5,boltzmann,0.3333333333333333
RE3D,referenceFronts,1000,joint,0.1,selection,categorical,230,23,5,5,stochasticUniversalSampling,0.2608695652173913
RE3D,referenceFronts,1000,joint,0.2,selection,categorical,230,46,5,5,boltzmann,0.391304347826087
RE3D,referenceFronts,1000,EP,0.05,variation,categorical,230,12,1,1,crossoverAndMutationVariation,1.0
RE3D,referenceFronts,1000,EP,0.1,variation,categorical,230,23,1,1,crossoverAndMutationVariation,1.0
RE3D,referenceFronts,1000,EP,0.2,variation,categorical,230,46,1,1,crossoverAndMutationVariation,1.0
RE3D,referenceFronts,1000,HV,0.05,variation,categorical,230,12,1,1,crossoverAndMutationVariation,1.0
RE3D,referenceFronts,1000,HV,0.1,variation,categorical,230,23,1,1,crossoverAndMutationVariation,1.0
RE3D,referenceFronts,1000,HV,0.2,variation,categorical,230,46,1,1,crossoverAndMutationVariation,1.0
RE3D,referenceFronts,1000,joint,0.05,variation,categorical,230,12,1,1,crossoverAndMutationVariation,1.0
RE3D,referenceFronts,1000,joint,0.1,variation,categorical,230,23,1,1,crossoverAndMutationVariation,1.0
RE3D,referenceFronts,1000,joint,0.2,variation,categorical,230,46,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,1000,EP,0.05,algorithmResult,categorical,237,12,1,1,externalArchive,1.0
RWA3D,referenceFronts,1000,EP,0.1,algorithmResult,categorical,237,24,1,1,externalArchive,1.0
RWA3D,referenceFronts,1000,EP,0.2,algorithmResult,categorical,237,48,1,1,externalArchive,1.0
RWA3D,referenceFronts,1000,HV,0.05,algorithmResult,categorical,237,12,1,1,externalArchive,1.0
RWA3D,referenceFronts,1000,HV,0.1,algorithmResult,categorical,237,24,1,1,externalArchive,1.0
RWA3D,referenceFronts,1000,HV,0.2,algorithmResult,categorical,237,48,1,1,externalArchive,1.0
RWA3D,referenceFronts,1000,joint,0.05,algorithmResult,categorical,237,12,1,1,externalArchive,1.0
RWA3D,referenceFronts,1000,joint,0.1,algorithmResult,categorical,237,24,1,1,externalArchive,1.0
RWA3D,referenceFronts,1000,joint,0.2,algorithmResult,categorical,237,48,1,1,externalArchive,1.0
RWA3D,referenceFronts,1000,EP,0.05,archiveType,categorical,237,12,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,1000,EP,0.1,archiveType,categorical,237,24,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,1000,EP,0.2,archiveType,categorical,237,48,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,1000,HV,0.05,archiveType,categorical,237,12,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,1000,HV,0.1,archiveType,categorical,237,24,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,1000,HV,0.2,archiveType,categorical,237,48,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,1000,joint,0.05,archiveType,categorical,237,12,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,1000,joint,0.1,archiveType,categorical,237,24,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,1000,joint,0.2,archiveType,categorical,237,48,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,1000,EP,0.05,createInitialSolutions,categorical,237,12,6,3,cauchy,0.75
RWA3D,referenceFronts,1000,EP,0.1,createInitialSolutions,categorical,237,24,6,4,cauchy,0.7083333333333334
RWA3D,referenceFronts,1000,EP,0.2,createInitialSolutions,categorical,237,48,6,6,cauchy,0.625
RWA3D,referenceFronts,1000,HV,0.05,createInitialSolutions,categorical,237,12,6,2,cauchy,0.8333333333333334
RWA3D,referenceFronts,1000,HV,0.1,createInitialSolutions,categorical,237,24,6,3,cauchy,0.7916666666666666
RWA3D,referenceFronts,1000,HV,0.2,createInitialSolutions,categorical,237,48,6,5,cauchy,0.6875
RWA3D,referenceFronts,1000,joint,0.05,createInitialSolutions,categorical,237,12,6,1,cauchy,1.0
RWA3D,referenceFronts,1000,joint,0.1,createInitialSolutions,categorical,237,24,6,4,cauchy,0.75
RWA3D,referenceFronts,1000,joint,0.2,createInitialSolutions,categorical,237,48,6,6,cauchy,0.625
RWA3D,referenceFronts,1000,EP,0.05,crossover,categorical,237,12,2,1,BLX-alpha-beta,1.0
RWA3D,referenceFronts,1000,EP,0.1,crossover,categorical,237,24,2,1,BLX-alpha-beta,1.0
RWA3D,referenceFronts,1000,EP,0.2,crossover,categorical,237,48,2,2,BLX-alpha-beta,0.9375
RWA3D,referenceFronts,1000,HV,0.05,crossover,categorical,237,12,2,1,BLX-alpha-beta,1.0
RWA3D,referenceFronts,1000,HV,0.1,crossover,categorical,237,24,2,2,BLX-alpha-beta,0.9166666666666666
RWA3D,referenceFronts,1000,HV,0.2,crossover,categorical,237,48,2,2,BLX-alpha-beta,0.9166666666666666
RWA3D,referenceFronts,1000,joint,0.05,crossover,categorical,237,12,2,2,BLX-alpha-beta,0.9166666666666666
RWA3D,referenceFronts,1000,joint,0.1,crossover,categorical,237,24,2,2,BLX-alpha-beta,0.9166666666666666
RWA3D,referenceFronts,1000,joint,0.2,crossover,categorical,237,48,2,2,BLX-alpha-beta,0.9375
RWA3D,referenceFronts,1000,EP,0.05,crossoverRepairStrategy,categorical,237,12,3,3,bounds,0.5
RWA3D,referenceFronts,1000,EP,0.1,crossoverRepairStrategy,categorical,237,24,3,3,round,0.4166666666666667
RWA3D,referenceFronts,1000,EP,0.2,crossoverRepairStrategy,categorical,237,48,3,3,bounds,0.4583333333333333
RWA3D,referenceFronts,1000,HV,0.05,crossoverRepairStrategy,categorical,237,12,3,3,bounds,0.5
RWA3D,referenceFronts,1000,HV,0.1,crossoverRepairStrategy,categorical,237,24,3,3,bounds,0.5833333333333334
RWA3D,referenceFronts,1000,HV,0.2,crossoverRepairStrategy,categorical,237,48,3,3,bounds,0.5625
RWA3D,referenceFronts,1000,joint,0.05,crossoverRepairStrategy,categorical,237,12,3,3,round,0.4166666666666667
RWA3D,referenceFronts,1000,joint,0.1,crossoverRepairStrategy,categorical,237,24,3,3,round,0.375
RWA3D,referenceFronts,1000,joint,0.2,crossoverRepairStrategy,categorical,237,48,3,3,bounds,0.5416666666666666
RWA3D,referenceFronts,1000,EP,0.05,mutation,categorical,237,12,2,2,powerLaw,0.5833333333333334
RWA3D,referenceFronts,1000,EP,0.1,mutation,categorical,237,24,2,2,powerLaw,0.5
RWA3D,referenceFronts,1000,EP,0.2,mutation,categorical,237,48,2,2,levyFlight,0.5208333333333334
RWA3D,referenceFronts,1000,HV,0.05,mutation,categorical,237,12,2,1,powerLaw,1.0
RWA3D,referenceFronts,1000,HV,0.1,mutation,categorical,237,24,2,2,powerLaw,0.9583333333333334
RWA3D,referenceFronts,1000,HV,0.2,mutation,categorical,237,48,2,2,powerLaw,0.7916666666666666
RWA3D,referenceFronts,1000,joint,0.05,mutation,categorical,237,12,2,2,powerLaw,0.8333333333333334
RWA3D,referenceFronts,1000,joint,0.1,mutation,categorical,237,24,2,2,powerLaw,0.6666666666666666
RWA3D,referenceFronts,1000,joint,0.2,mutation,categorical,237,48,2,2,levyFlight,0.5416666666666666
RWA3D,referenceFronts,1000,EP,0.05,mutationRepairStrategy,categorical,237,12,1,1,bounds,1.0
RWA3D,referenceFronts,1000,EP,0.1,mutationRepairStrategy,categorical,237,24,1,1,bounds,1.0
RWA3D,referenceFronts,1000,EP,0.2,mutationRepairStrategy,categorical,237,48,1,1,bounds,1.0
RWA3D,referenceFronts,1000,HV,0.05,mutationRepairStrategy,categorical,237,12,1,1,bounds,1.0
RWA3D,referenceFronts,1000,HV,0.1,mutationRepairStrategy,categorical,237,24,1,1,bounds,1.0
RWA3D,referenceFronts,1000,HV,0.2,mutationRepairStrategy,categorical,237,48,1,1,bounds,1.0
RWA3D,referenceFronts,1000,joint,0.05,mutationRepairStrategy,categorical,237,12,1,1,bounds,1.0
RWA3D,referenceFronts,1000,joint,0.1,mutationRepairStrategy,categorical,237,24,1,1,bounds,1.0
RWA3D,referenceFronts,1000,joint,0.2,mutationRepairStrategy,categorical,237,48,1,1,bounds,1.0
RWA3D,referenceFronts,1000,EP,0.05,offspringPopulationSize,categorical,237,12,5,5,1,0.4166666666666667
RWA3D,referenceFronts,1000,EP,0.1,offspringPopulationSize,categorical,237,24,5,5,5,0.2916666666666667
RWA3D,referenceFronts,1000,EP,0.2,offspringPopulationSize,categorical,237,48,5,5,5,0.3541666666666667
RWA3D,referenceFronts,1000,HV,0.05,offspringPopulationSize,categorical,237,12,5,3,1,0.4166666666666667
RWA3D,referenceFronts,1000,HV,0.1,offspringPopulationSize,categorical,237,24,5,5,10,0.375
RWA3D,referenceFronts,1000,HV,0.2,offspringPopulationSize,categorical,237,48,5,5,10,0.5208333333333334
RWA3D,referenceFronts,1000,joint,0.05,offspringPopulationSize,categorical,237,12,5,3,10,0.5
RWA3D,referenceFronts,1000,joint,0.1,offspringPopulationSize,categorical,237,24,5,3,10,0.5
RWA3D,referenceFronts,1000,joint,0.2,offspringPopulationSize,categorical,237,48,5,4,10,0.4583333333333333
RWA3D,referenceFronts,1000,EP,0.05,selection,categorical,237,12,5,3,stochasticUniversalSampling,0.3333333333333333
RWA3D,referenceFronts,1000,EP,0.1,selection,categorical,237,24,5,5,stochasticUniversalSampling,0.3333333333333333
RWA3D,referenceFronts,1000,EP,0.2,selection,categorical,237,48,5,5,stochasticUniversalSampling,0.2916666666666667
RWA3D,referenceFronts,1000,HV,0.05,selection,categorical,237,12,5,4,ranking,0.3333333333333333
RWA3D,referenceFronts,1000,HV,0.1,selection,categorical,237,24,5,5,ranking,0.3333333333333333
RWA3D,referenceFronts,1000,HV,0.2,selection,categorical,237,48,5,5,boltzmann,0.3958333333333333
RWA3D,referenceFronts,1000,joint,0.05,selection,categorical,237,12,5,3,stochasticUniversalSampling,0.5833333333333334
RWA3D,referenceFronts,1000,joint,0.1,selection,categorical,237,24,5,4,stochasticUniversalSampling,0.3333333333333333
RWA3D,referenceFronts,1000,joint,0.2,selection,categorical,237,48,5,5,boltzmann,0.3333333333333333
RWA3D,referenceFronts,1000,EP,0.05,variation,categorical,237,12,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,1000,EP,0.1,variation,categorical,237,24,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,1000,EP,0.2,variation,categorical,237,48,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,1000,HV,0.05,variation,categorical,237,12,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,1000,HV,0.1,variation,categorical,237,24,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,1000,HV,0.2,variation,categorical,237,48,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,1000,joint,0.05,variation,categorical,237,12,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,1000,joint,0.1,variation,categorical,237,24,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,1000,joint,0.2,variation,categorical,237,48,1,1,crossoverAndMutationVariation,1.0
RE3D,extremePointsFronts,3000,EP,0.05,algorithmResult,categorical,286,15,1,1,externalArchive,1.0
RE3D,extremePointsFronts,3000,EP,0.1,algorithmResult,categorical,286,29,1,1,externalArchive,1.0
RE3D,extremePointsFronts,3000,EP,0.2,algorithmResult,categorical,286,58,1,1,externalArchive,1.0
RE3D,extremePointsFronts,3000,HV,0.05,algorithmResult,categorical,286,15,1,1,externalArchive,1.0
RE3D,extremePointsFronts,3000,HV,0.1,algorithmResult,categorical,286,29,1,1,externalArchive,1.0
RE3D,extremePointsFronts,3000,HV,0.2,algorithmResult,categorical,286,58,1,1,externalArchive,1.0
RE3D,extremePointsFronts,3000,joint,0.05,algorithmResult,categorical,286,15,1,1,externalArchive,1.0
RE3D,extremePointsFronts,3000,joint,0.1,algorithmResult,categorical,286,29,1,1,externalArchive,1.0
RE3D,extremePointsFronts,3000,joint,0.2,algorithmResult,categorical,286,58,1,1,externalArchive,1.0
RE3D,extremePointsFronts,3000,EP,0.05,archiveType,categorical,286,15,1,1,unboundedArchive,1.0
RE3D,extremePointsFronts,3000,EP,0.1,archiveType,categorical,286,29,1,1,unboundedArchive,1.0
RE3D,extremePointsFronts,3000,EP,0.2,archiveType,categorical,286,58,1,1,unboundedArchive,1.0
RE3D,extremePointsFronts,3000,HV,0.05,archiveType,categorical,286,15,1,1,unboundedArchive,1.0
RE3D,extremePointsFronts,3000,HV,0.1,archiveType,categorical,286,29,1,1,unboundedArchive,1.0
RE3D,extremePointsFronts,3000,HV,0.2,archiveType,categorical,286,58,1,1,unboundedArchive,1.0
RE3D,extremePointsFronts,3000,joint,0.05,archiveType,categorical,286,15,1,1,unboundedArchive,1.0
RE3D,extremePointsFronts,3000,joint,0.1,archiveType,categorical,286,29,1,1,unboundedArchive,1.0
RE3D,extremePointsFronts,3000,joint,0.2,archiveType,categorical,286,58,1,1,unboundedArchive,1.0
RE3D,extremePointsFronts,3000,EP,0.05,createInitialSolutions,categorical,286,15,6,6,sobol,0.3333333333333333
RE3D,extremePointsFronts,3000,EP,0.1,createInitialSolutions,categorical,286,29,6,6,latinHypercubeSampling,0.27586206896551724
RE3D,extremePointsFronts,3000,EP,0.2,createInitialSolutions,categorical,286,58,6,6,scatterSearch,0.29310344827586204
RE3D,extremePointsFronts,3000,HV,0.05,createInitialSolutions,categorical,286,15,6,5,cauchy,0.3333333333333333
RE3D,extremePointsFronts,3000,HV,0.1,createInitialSolutions,categorical,286,29,6,6,cauchy,0.3103448275862069
RE3D,extremePointsFronts,3000,HV,0.2,createInitialSolutions,categorical,286,58,6,6,cauchy,0.3620689655172414
RE3D,extremePointsFronts,3000,joint,0.05,createInitialSolutions,categorical,286,15,6,6,latinHypercubeSampling,0.3333333333333333
RE3D,extremePointsFronts,3000,joint,0.1,createInitialSolutions,categorical,286,29,6,6,sobol,0.27586206896551724
RE3D,extremePointsFronts,3000,joint,0.2,createInitialSolutions,categorical,286,58,6,6,sobol,0.2413793103448276
RE3D,extremePointsFronts,3000,EP,0.05,crossover,categorical,286,15,5,3,laplace,0.8666666666666667
RE3D,extremePointsFronts,3000,EP,0.1,crossover,categorical,286,29,5,4,laplace,0.8620689655172413
RE3D,extremePointsFronts,3000,EP,0.2,crossover,categorical,286,58,5,5,laplace,0.7758620689655172
RE3D,extremePointsFronts,3000,HV,0.05,crossover,categorical,286,15,5,3,laplace,0.4666666666666667
RE3D,extremePointsFronts,3000,HV,0.1,crossover,categorical,286,29,5,3,laplace,0.4482758620689655
RE3D,extremePointsFronts,3000,HV,0.2,crossover,categorical,286,58,5,3,laplace,0.43103448275862066
RE3D,extremePointsFronts,3000,joint,0.05,crossover,categorical,286,15,5,1,laplace,1.0
RE3D,extremePointsFronts,3000,joint,0.1,crossover,categorical,286,29,5,1,laplace,1.0
RE3D,extremePointsFronts,3000,joint,0.2,crossover,categorical,286,58,5,2,laplace,0.9655172413793104
RE3D,extremePointsFronts,3000,EP,0.05,crossoverRepairStrategy,categorical,286,15,3,3,bounds,0.8
RE3D,extremePointsFronts,3000,EP,0.1,crossoverRepairStrategy,categorical,286,29,3,3,bounds,0.7931034482758621
RE3D,extremePointsFronts,3000,EP,0.2,crossoverRepairStrategy,categorical,286,58,3,3,bounds,0.8275862068965517
RE3D,extremePointsFronts,3000,HV,0.05,crossoverRepairStrategy,categorical,286,15,3,2,bounds,0.8666666666666667
RE3D,extremePointsFronts,3000,HV,0.1,crossoverRepairStrategy,categorical,286,29,3,3,bounds,0.8275862068965517
RE3D,extremePointsFronts,3000,HV,0.2,crossoverRepairStrategy,categorical,286,58,3,3,bounds,0.8275862068965517
RE3D,extremePointsFronts,3000,joint,0.05,crossoverRepairStrategy,categorical,286,15,3,1,bounds,1.0
RE3D,extremePointsFronts,3000,joint,0.1,crossoverRepairStrategy,categorical,286,29,3,1,bounds,1.0
RE3D,extremePointsFronts,3000,joint,0.2,crossoverRepairStrategy,categorical,286,58,3,2,bounds,0.9827586206896551
RE3D,extremePointsFronts,3000,EP,0.05,mutation,categorical,286,15,5,2,levyFlight,0.6
RE3D,extremePointsFronts,3000,EP,0.1,mutation,categorical,286,29,5,2,levyFlight,0.6551724137931034
RE3D,extremePointsFronts,3000,EP,0.2,mutation,categorical,286,58,5,3,levyFlight,0.5172413793103449
RE3D,extremePointsFronts,3000,HV,0.05,mutation,categorical,286,15,5,2,levyFlight,0.6
RE3D,extremePointsFronts,3000,HV,0.1,mutation,categorical,286,29,5,2,levyFlight,0.5517241379310345
RE3D,extremePointsFronts,3000,HV,0.2,mutation,categorical,286,58,5,3,powerLaw,0.5
RE3D,extremePointsFronts,3000,joint,0.05,mutation,categorical,286,15,5,2,levyFlight,0.8
RE3D,extremePointsFronts,3000,joint,0.1,mutation,categorical,286,29,5,2,levyFlight,0.7586206896551724
RE3D,extremePointsFronts,3000,joint,0.2,mutation,categorical,286,58,5,3,levyFlight,0.7586206896551724
RE3D,extremePointsFronts,3000,EP,0.05,mutationRepairStrategy,categorical,286,15,3,2,bounds,0.7333333333333333
RE3D,extremePointsFronts,3000,EP,0.1,mutationRepairStrategy,categorical,286,29,3,2,bounds,0.7241379310344828
RE3D,extremePointsFronts,3000,EP,0.2,mutationRepairStrategy,categorical,286,58,3,2,bounds,0.6551724137931034
RE3D,extremePointsFronts,3000,HV,0.05,mutationRepairStrategy,categorical,286,15,3,2,bounds,0.8
RE3D,extremePointsFronts,3000,HV,0.1,mutationRepairStrategy,categorical,286,29,3,2,bounds,0.7586206896551724
RE3D,extremePointsFronts,3000,HV,0.2,mutationRepairStrategy,categorical,286,58,3,2,bounds,0.7586206896551724
RE3D,extremePointsFronts,3000,joint,0.05,mutationRepairStrategy,categorical,286,15,3,1,bounds,1.0
RE3D,extremePointsFronts,3000,joint,0.1,mutationRepairStrategy,categorical,286,29,3,2,bounds,0.9655172413793104
RE3D,extremePointsFronts,3000,joint,0.2,mutationRepairStrategy,categorical,286,58,3,2,bounds,0.9310344827586207
RE3D,extremePointsFronts,3000,EP,0.05,offspringPopulationSize,categorical,286,15,7,5,5,0.3333333333333333
RE3D,extremePointsFronts,3000,EP,0.1,offspringPopulationSize,categorical,286,29,7,6,5,0.27586206896551724
RE3D,extremePointsFronts,3000,EP,0.2,offspringPopulationSize,categorical,286,58,7,6,5,0.3620689655172414
RE3D,extremePointsFronts,3000,HV,0.05,offspringPopulationSize,categorical,286,15,7,6,50,0.26666666666666666
RE3D,extremePointsFronts,3000,HV,0.1,offspringPopulationSize,categorical,286,29,7,6,20,0.2413793103448276
RE3D,extremePointsFronts,3000,HV,0.2,offspringPopulationSize,categorical,286,58,7,6,10,0.25862068965517243
RE3D,extremePointsFronts,3000,joint,0.05,offspringPopulationSize,categorical,286,15,7,5,20,0.3333333333333333
RE3D,extremePointsFronts,3000,joint,0.1,offspringPopulationSize,categorical,286,29,7,6,20,0.27586206896551724
RE3D,extremePointsFronts,3000,joint,0.2,offspringPopulationSize,categorical,286,58,7,6,20,0.29310344827586204
RE3D,extremePointsFronts,3000,EP,0.05,selection,categorical,286,15,5,4,boltzmann,0.6666666666666666
RE3D,extremePointsFronts,3000,EP,0.1,selection,categorical,286,29,5,4,boltzmann,0.6206896551724138
RE3D,extremePointsFronts,3000,EP,0.2,selection,categorical,286,58,5,5,boltzmann,0.5172413793103449
RE3D,extremePointsFronts,3000,HV,0.05,selection,categorical,286,15,5,4,boltzmann,0.5333333333333333
RE3D,extremePointsFronts,3000,HV,0.1,selection,categorical,286,29,5,5,boltzmann,0.5172413793103449
RE3D,extremePointsFronts,3000,HV,0.2,selection,categorical,286,58,5,5,boltzmann,0.4482758620689655
RE3D,extremePointsFronts,3000,joint,0.05,selection,categorical,286,15,5,4,boltzmann,0.6
RE3D,extremePointsFronts,3000,joint,0.1,selection,categorical,286,29,5,5,boltzmann,0.6896551724137931
RE3D,extremePointsFronts,3000,joint,0.2,selection,categorical,286,58,5,5,boltzmann,0.6896551724137931
RE3D,extremePointsFronts,3000,EP,0.05,variation,categorical,286,15,1,1,crossoverAndMutationVariation,1.0
RE3D,extremePointsFronts,3000,EP,0.1,variation,categorical,286,29,1,1,crossoverAndMutationVariation,1.0
RE3D,extremePointsFronts,3000,EP,0.2,variation,categorical,286,58,1,1,crossoverAndMutationVariation,1.0
RE3D,extremePointsFronts,3000,HV,0.05,variation,categorical,286,15,1,1,crossoverAndMutationVariation,1.0
RE3D,extremePointsFronts,3000,HV,0.1,variation,categorical,286,29,1,1,crossoverAndMutationVariation,1.0
RE3D,extremePointsFronts,3000,HV,0.2,variation,categorical,286,58,1,1,crossoverAndMutationVariation,1.0
RE3D,extremePointsFronts,3000,joint,0.05,variation,categorical,286,15,1,1,crossoverAndMutationVariation,1.0
RE3D,extremePointsFronts,3000,joint,0.1,variation,categorical,286,29,1,1,crossoverAndMutationVariation,1.0
RE3D,extremePointsFronts,3000,joint,0.2,variation,categorical,286,58,1,1,crossoverAndMutationVariation,1.0
RWA3D,extremePointsFronts,3000,EP,0.05,algorithmResult,categorical,257,13,1,1,externalArchive,1.0
RWA3D,extremePointsFronts,3000,EP,0.1,algorithmResult,categorical,257,26,1,1,externalArchive,1.0
RWA3D,extremePointsFronts,3000,EP,0.2,algorithmResult,categorical,257,52,1,1,externalArchive,1.0
RWA3D,extremePointsFronts,3000,HV,0.05,algorithmResult,categorical,257,13,1,1,externalArchive,1.0
RWA3D,extremePointsFronts,3000,HV,0.1,algorithmResult,categorical,257,26,1,1,externalArchive,1.0
RWA3D,extremePointsFronts,3000,HV,0.2,algorithmResult,categorical,257,52,1,1,externalArchive,1.0
RWA3D,extremePointsFronts,3000,joint,0.05,algorithmResult,categorical,257,13,1,1,externalArchive,1.0
RWA3D,extremePointsFronts,3000,joint,0.1,algorithmResult,categorical,257,26,1,1,externalArchive,1.0
RWA3D,extremePointsFronts,3000,joint,0.2,algorithmResult,categorical,257,52,1,1,externalArchive,1.0
RWA3D,extremePointsFronts,3000,EP,0.05,archiveType,categorical,257,13,1,1,unboundedArchive,1.0
RWA3D,extremePointsFronts,3000,EP,0.1,archiveType,categorical,257,26,1,1,unboundedArchive,1.0
RWA3D,extremePointsFronts,3000,EP,0.2,archiveType,categorical,257,52,1,1,unboundedArchive,1.0
RWA3D,extremePointsFronts,3000,HV,0.05,archiveType,categorical,257,13,1,1,unboundedArchive,1.0
RWA3D,extremePointsFronts,3000,HV,0.1,archiveType,categorical,257,26,1,1,unboundedArchive,1.0
RWA3D,extremePointsFronts,3000,HV,0.2,archiveType,categorical,257,52,1,1,unboundedArchive,1.0
RWA3D,extremePointsFronts,3000,joint,0.05,archiveType,categorical,257,13,1,1,unboundedArchive,1.0
RWA3D,extremePointsFronts,3000,joint,0.1,archiveType,categorical,257,26,1,1,unboundedArchive,1.0
RWA3D,extremePointsFronts,3000,joint,0.2,archiveType,categorical,257,52,1,1,unboundedArchive,1.0
RWA3D,extremePointsFronts,3000,EP,0.05,createInitialSolutions,categorical,257,13,6,6,latinHypercubeSampling,0.3076923076923077
RWA3D,extremePointsFronts,3000,EP,0.1,createInitialSolutions,categorical,257,26,6,6,latinHypercubeSampling,0.2692307692307692
RWA3D,extremePointsFronts,3000,EP,0.2,createInitialSolutions,categorical,257,52,6,6,cauchy,0.34615384615384615
RWA3D,extremePointsFronts,3000,HV,0.05,createInitialSolutions,categorical,257,13,6,2,cauchy,0.9230769230769231
RWA3D,extremePointsFronts,3000,HV,0.1,createInitialSolutions,categorical,257,26,6,3,cauchy,0.8461538461538461
RWA3D,extremePointsFronts,3000,HV,0.2,createInitialSolutions,categorical,257,52,6,4,cauchy,0.75
RWA3D,extremePointsFronts,3000,joint,0.05,createInitialSolutions,categorical,257,13,6,2,cauchy,0.6923076923076923
RWA3D,extremePointsFronts,3000,joint,0.1,createInitialSolutions,categorical,257,26,6,5,cauchy,0.6923076923076923
RWA3D,extremePointsFronts,3000,joint,0.2,createInitialSolutions,categorical,257,52,6,6,cauchy,0.75
RWA3D,extremePointsFronts,3000,EP,0.05,crossover,categorical,257,13,6,3,BLX-alpha-beta,0.46153846153846156
RWA3D,extremePointsFronts,3000,EP,0.1,crossover,categorical,257,26,6,5,BLX-alpha-beta,0.46153846153846156
RWA3D,extremePointsFronts,3000,EP,0.2,crossover,categorical,257,52,6,5,BLX-alpha-beta,0.5769230769230769
RWA3D,extremePointsFronts,3000,HV,0.05,crossover,categorical,257,13,6,2,BLX-alpha,0.6923076923076923
RWA3D,extremePointsFronts,3000,HV,0.1,crossover,categorical,257,26,6,2,BLX-alpha,0.5384615384615384
RWA3D,extremePointsFronts,3000,HV,0.2,crossover,categorical,257,52,6,2,BLX-alpha,0.5384615384615384
RWA3D,extremePointsFronts,3000,joint,0.05,crossover,categorical,257,13,6,2,BLX-alpha-beta,0.8461538461538461
RWA3D,extremePointsFronts,3000,joint,0.1,crossover,categorical,257,26,6,2,BLX-alpha-beta,0.5384615384615384
RWA3D,extremePointsFronts,3000,joint,0.2,crossover,categorical,257,52,6,2,BLX-alpha-beta,0.5384615384615384
RWA3D,extremePointsFronts,3000,EP,0.05,crossoverRepairStrategy,categorical,257,13,3,3,bounds,0.5384615384615384
RWA3D,extremePointsFronts,3000,EP,0.1,crossoverRepairStrategy,categorical,257,26,3,3,bounds,0.5
RWA3D,extremePointsFronts,3000,EP,0.2,crossoverRepairStrategy,categorical,257,52,3,3,bounds,0.5384615384615384
RWA3D,extremePointsFronts,3000,HV,0.05,crossoverRepairStrategy,categorical,257,13,3,3,bounds,0.6923076923076923
RWA3D,extremePointsFronts,3000,HV,0.1,crossoverRepairStrategy,categorical,257,26,3,3,bounds,0.6923076923076923
RWA3D,extremePointsFronts,3000,HV,0.2,crossoverRepairStrategy,categorical,257,52,3,3,bounds,0.75
RWA3D,extremePointsFronts,3000,joint,0.05,crossoverRepairStrategy,categorical,257,13,3,3,bounds,0.6153846153846154
