Evaluation,SolutionId,EP,HVMinus
1600,2,0.016314544805960264,-0.8514808067900107
1600,3,0.016170999877974757,-0.8514665243970347
1600,4,0.01526643260937752,-0.8512972447122447
1600,5,0.016840290940183824,-0.8515251538847618
1600,6,0.015553973180280543,-0.8513862296466916
1600,7,0.016524044208898834,-0.8515152880220719
1600,8,0.015653570293131063,-0.8514289946224957
1600,9,0.015900369883608958,-0.8514326467423776
1600,10,0.016510738316142085,-0.8514966604696738
1600,11,0.015260491702826614,-0.8510397212696098
1700,0,0.01526643260937752,-0.8512972447122447
1700,1,0.016840290940183824,-0.8515251538847618
1700,2,0.016524044208898834,-0.8515152880220719
1700,3,0.016510738316142085,-0.8514966604696738
1700,4,0.015260491702826614,-0.8510397212696098
1700,5,0.015536412442312793,-0.8514117371256708
1700,6,0.01560460967862898,-0.8514926792398617
1800,0,0.01526643260937752,-0.8512972447122447
1800,1,0.016840290940183824,-0.8515251538847618
1800,2,0.016524044208898834,-0.8515152880220719
1800,3,0.015260491702826614,-0.8510397212696098
1800,4,0.015536412442312793,-0.8514117371256708
1800,5,0.01560460967862898,-0.8514926792398617
1800,6,0.01598646913408671,-0.8515066672930208
1900,0,0.01526643260937752,-0.8512972447122447
1900,1,0.016840290940183824,-0.8515251538847618
1900,2,0.016524044208898834,-0.8515152880220719
1900,3,0.015260491702826614,-0.8510397212696098
1900,4,0.015536412442312793,-0.8514117371256708
1900,5,0.01560460967862898,-0.8514926792398617
1900,6,0.01598646913408671,-0.8515066672930208
2000,0,0.01526643260937752,-0.8512972447122447
2000,1,0.016840290940183824,-0.8515251538847618
2000,2,0.016524044208898834,-0.8515152880220719
2000,3,0.015260491702826614,-0.8510397212696098
2000,4,0.01560460967862898,-0.8514926792398617
2000,5,0.01598646913408671,-0.8515066672930208
2000,6,0.015405192789117601,-0.851472701865796
2000,7,0.01645699110509217,-0.8515090920485617
2100,0,0.01526643260937752,-0.8512972447122447
2100,1,0.016840290940183824,-0.8515251538847618
2100,2,0.016524044208898834,-0.8515152880220719
2100,3,0.015260491702826614,-0.8510397212696098
2100,4,0.01560460967862898,-0.8514926792398617
2100,5,0.01598646913408671,-0.8515066672930208
2100,6,0.015405192789117601,-0.851472701865796
2100,7,0.01645699110509217,-0.8515090920485617
2200,0,0.01526643260937752,-0.8512972447122447
2200,1,0.016840290940183824,-0.8515251538847618
2200,2,0.016524044208898834,-0.8515152880220719
2200,3,0.015260491702826614,-0.8510397212696098
2200,4,0.01560460967862898,-0.8514926792398617
2200,5,0.01598646913408671,-0.8515066672930208
2200,6,0.015405192789117601,-0.851472701865796
2200,7,0.01645699110509217,-0.8515090920485617
2300,0,0.01526643260937752,-0.8512972447122447
2300,1,0.016840290940183824,-0.8515251538847618
2300,2,0.016524044208898834,-0.8515152880220719
2300,3,0.015260491702826614,-0.8510397212696098
2300,4,0.01560460967862898,-0.8514926792398617
2300,5,0.01598646913408671,-0.8515066672930208
2300,6,0.015405192789117601,-0.851472701865796
2300,7,0.01645699110509217,-0.8515090920485617
2300,8,0.015402348448421971,-0.851386507250474
2400,0,0.01526643260937752,-0.8512972447122447
2400,1,0.016840290940183824,-0.8515251538847618
2400,2,0.016524044208898834,-0.8515152880220719
2400,3,0.015260491702826614,-0.8510397212696098
2400,4,0.01560460967862898,-0.8514926792398617
2400,5,0.01598646913408671,-0.8515066672930208
2400,6,0.015405192789117601,-0.851472701865796
2400,7,0.01645699110509217,-0.8515090920485617
2400,8,0.015402348448421971,-0.851386507250474
2500,0,0.01526643260937752,-0.8512972447122447
2500,1,0.016840290940183824,-0.8515251538847618
2500,2,0.016524044208898834,-0.8515152880220719
2500,3,0.015260491702826614,-0.8510397212696098
2500,4,0.01560460967862898,-0.8514926792398617
2500,5,0.01598646913408671,-0.8515066672930208
2500,6,0.015405192789117601,-0.851472701865796
2500,7,0.01645699110509217,-0.8515090920485617
2500,8,0.015402348448421971,-0.851386507250474
2600,0,0.01526643260937752,-0.8512972447122447
2600,1,0.016840290940183824,-0.8515251538847618
2600,2,0.016524044208898834,-0.8515152880220719
2600,3,0.015260491702826614,-0.8510397212696098
2600,4,0.01560460967862898,-0.8514926792398617
2600,5,0.01598646913408671,-0.8515066672930208
2600,6,0.015405192789117601,-0.851472701865796
2600,7,0.01645699110509217,-0.8515090920485617
2600,8,0.015402348448421971,-0.851386507250474
2700,0,0.01526643260937752,-0.8512972447122447
2700,1,0.016840290940183824,-0.8515251538847618
2700,2,0.016524044208898834,-0.8515152880220719
2700,3,0.015260491702826614,-0.8510397212696098
2700,4,0.01560460967862898,-0.8514926792398617
2700,5,0.01598646913408671,-0.8515066672930208
2700,6,0.015405192789117601,-0.851472701865796
2700,7,0.01645699110509217,-0.8515090920485617
2700,8,0.015402348448421971,-0.851386507250474
2800,0,0.01526643260937752,-0.8512972447122447
2800,1,0.016840290940183824,-0.8515251538847618
2800,2,0.016524044208898834,-0.8515152880220719
2800,3,0.015260491702826614,-0.8510397212696098
