family,front_type,budget,run,parameter,parameter_kind,stabilization_eval,stabilization_pct_meta_budget
RWA3D,extremePointsFronts,3000,27,blxAlphaBetaCrossoverAlpha,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,28,blxAlphaBetaCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,29,blxAlphaBetaCrossoverAlpha,numerical,3000,100.0
RWA3D,extremePointsFronts,3000,30,blxAlphaBetaCrossoverAlpha,numerical,3000,100.0
RWA3D,extremePointsFronts,3000,1,blxAlphaBetaCrossoverBeta,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,2,blxAlphaBetaCrossoverBeta,numerical,800,26.7
RWA3D,extremePointsFronts,3000,3,blxAlphaBetaCrossoverBeta,numerical,800,26.7
RWA3D,extremePointsFronts,3000,4,blxAlphaBetaCrossoverBeta,numerical,800,26.7
RWA3D,extremePointsFronts,3000,5,blxAlphaBetaCrossoverBeta,numerical,800,26.7
RWA3D,extremePointsFronts,3000,6,blxAlphaBetaCrossoverBeta,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,7,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,8,blxAlphaBetaCrossoverBeta,numerical,3000,100.0
RWA3D,extremePointsFronts,3000,9,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,10,blxAlphaBetaCrossoverBeta,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,11,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,12,blxAlphaBetaCrossoverBeta,numerical,2300,76.7
RWA3D,extremePointsFronts,3000,13,blxAlphaBetaCrossoverBeta,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,14,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,15,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,16,blxAlphaBetaCrossoverBeta,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,17,blxAlphaBetaCrossoverBeta,numerical,800,26.7
RWA3D,extremePointsFronts,3000,18,blxAlphaBetaCrossoverBeta,numerical,2300,76.7
RWA3D,extremePointsFronts,3000,19,blxAlphaBetaCrossoverBeta,numerical,800,26.7
RWA3D,extremePointsFronts,3000,20,blxAlphaBetaCrossoverBeta,numerical,3000,100.0
RWA3D,extremePointsFronts,3000,21,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,22,blxAlphaBetaCrossoverBeta,numerical,800,26.7
RWA3D,extremePointsFronts,3000,23,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,24,blxAlphaBetaCrossoverBeta,numerical,2300,76.7
RWA3D,extremePointsFronts,3000,25,blxAlphaBetaCrossoverBeta,numerical,3000,100.0
RWA3D,extremePointsFronts,3000,26,blxAlphaBetaCrossoverBeta,numerical,2300,76.7
RWA3D,extremePointsFronts,3000,27,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,28,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,29,blxAlphaBetaCrossoverBeta,numerical,3000,100.0
RWA3D,extremePointsFronts,3000,30,blxAlphaBetaCrossoverBeta,numerical,3000,100.0
RWA3D,extremePointsFronts,3000,1,blxAlphaCrossoverAlpha,numerical,800,26.7
RWA3D,extremePointsFronts,3000,2,blxAlphaCrossoverAlpha,numerical,2300,76.7
RWA3D,extremePointsFronts,3000,3,blxAlphaCrossoverAlpha,numerical,2300,76.7
RWA3D,extremePointsFronts,3000,4,blxAlphaCrossoverAlpha,numerical,800,26.7
RWA3D,extremePointsFronts,3000,5,blxAlphaCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,6,blxAlphaCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,7,blxAlphaCrossoverAlpha,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,8,blxAlphaCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,9,blxAlphaCrossoverAlpha,numerical,3000,100.0
RWA3D,extremePointsFronts,3000,10,blxAlphaCrossoverAlpha,numerical,3000,100.0
RWA3D,extremePointsFronts,3000,11,blxAlphaCrossoverAlpha,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,12,blxAlphaCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,13,blxAlphaCrossoverAlpha,numerical,2300,76.7
RWA3D,extremePointsFronts,3000,14,blxAlphaCrossoverAlpha,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,15,blxAlphaCrossoverAlpha,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,16,blxAlphaCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,17,blxAlphaCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,18,blxAlphaCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,19,blxAlphaCrossoverAlpha,numerical,2300,76.7
RWA3D,extremePointsFronts,3000,20,blxAlphaCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,21,blxAlphaCrossoverAlpha,numerical,3000,100.0
RWA3D,extremePointsFronts,3000,22,blxAlphaCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,23,blxAlphaCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,24,blxAlphaCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,25,blxAlphaCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,26,blxAlphaCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,27,blxAlphaCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,28,blxAlphaCrossoverAlpha,numerical,800,26.7
RWA3D,extremePointsFronts,3000,29,blxAlphaCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,30,blxAlphaCrossoverAlpha,numerical,3000,100.0
RWA3D,extremePointsFronts,3000,1,boltzmannTemperature,numerical,300,10.0
RWA3D,extremePointsFronts,3000,2,boltzmannTemperature,numerical,300,10.0
RWA3D,extremePointsFronts,3000,3,boltzmannTemperature,numerical,300,10.0
RWA3D,extremePointsFronts,3000,4,boltzmannTemperature,numerical,300,10.0
RWA3D,extremePointsFronts,3000,5,boltzmannTemperature,numerical,300,10.0
RWA3D,extremePointsFronts,3000,6,boltzmannTemperature,numerical,300,10.0
RWA3D,extremePointsFronts,3000,7,boltzmannTemperature,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,8,boltzmannTemperature,numerical,800,26.7
RWA3D,extremePointsFronts,3000,9,boltzmannTemperature,numerical,300,10.0
RWA3D,extremePointsFronts,3000,10,boltzmannTemperature,numerical,300,10.0
RWA3D,extremePointsFronts,3000,11,boltzmannTemperature,numerical,300,10.0
RWA3D,extremePointsFronts,3000,12,boltzmannTemperature,numerical,300,10.0
RWA3D,extremePointsFronts,3000,13,boltzmannTemperature,numerical,300,10.0
RWA3D,extremePointsFronts,3000,14,boltzmannTemperature,numerical,300,10.0
RWA3D,extremePointsFronts,3000,15,boltzmannTemperature,numerical,300,10.0
RWA3D,extremePointsFronts,3000,16,boltzmannTemperature,numerical,3000,100.0
RWA3D,extremePointsFronts,3000,17,boltzmannTemperature,numerical,300,10.0
RWA3D,extremePointsFronts,3000,18,boltzmannTemperature,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,19,boltzmannTemperature,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,20,boltzmannTemperature,numerical,3000,100.0
RWA3D,extremePointsFronts,3000,21,boltzmannTemperature,numerical,300,10.0
RWA3D,extremePointsFronts,3000,22,boltzmannTemperature,numerical,3000,100.0
RWA3D,extremePointsFronts,3000,23,boltzmannTemperature,numerical,3000,100.0
RWA3D,extremePointsFronts,3000,24,boltzmannTemperature,numerical,300,10.0
RWA3D,extremePointsFronts,3000,25,boltzmannTemperature,numerical,300,10.0
RWA3D,extremePointsFronts,3000,26,boltzmannTemperature,numerical,300,10.0
RWA3D,extremePointsFronts,3000,27,boltzmannTemperature,numerical,300,10.0
RWA3D,extremePointsFronts,3000,28,boltzmannTemperature,numerical,800,26.7
RWA3D,extremePointsFronts,3000,29,boltzmannTemperature,numerical,300,10.0
RWA3D,extremePointsFronts,3000,30,boltzmannTemperature,numerical,300,10.0
RWA3D,extremePointsFronts,3000,1,createInitialSolutions,categorical,1500,50.0
RWA3D,extremePointsFronts,3000,2,createInitialSolutions,categorical,1500,50.0
RWA3D,extremePointsFronts,3000,3,createInitialSolutions,categorical,300,10.0
RWA3D,extremePointsFronts,3000,4,createInitialSolutions,categorical,800,26.7
RWA3D,extremePointsFronts,3000,5,createInitialSolutions,categorical,800,26.7
RWA3D,extremePointsFronts,3000,6,createInitialSolutions,categorical,800,26.7
RWA3D,extremePointsFronts,3000,7,createInitialSolutions,categorical,300,10.0
RWA3D,extremePointsFronts,3000,8,createInitialSolutions,categorical,3000,100.0
RWA3D,extremePointsFronts,3000,9,createInitialSolutions,categorical,1500,50.0
RWA3D,extremePointsFronts,3000,10,createInitialSolutions,categorical,1500,50.0
RWA3D,extremePointsFronts,3000,11,createInitialSolutions,categorical,2300,76.7
RWA3D,extremePointsFronts,3000,12,createInitialSolutions,categorical,800,26.7
RWA3D,extremePointsFronts,3000,13,createInitialSolutions,categorical,1500,50.0
RWA3D,extremePointsFronts,3000,14,createInitialSolutions,categorical,1500,50.0
RWA3D,extremePointsFronts,3000,15,createInitialSolutions,categorical,1500,50.0
RWA3D,extremePointsFronts,3000,16,createInitialSolutions,categorical,1500,50.0
RWA3D,extremePointsFronts,3000,17,createInitialSolutions,categorical,800,26.7
RWA3D,extremePointsFronts,3000,18,createInitialSolutions,categorical,2300,76.7
RWA3D,extremePointsFronts,3000,19,createInitialSolutions,categorical,3000,100.0
RWA3D,extremePointsFronts,3000,20,createInitialSolutions,categorical,3000,100.0
RWA3D,extremePointsFronts,3000,21,createInitialSolutions,categorical,3000,100.0
RWA3D,extremePointsFronts,3000,22,createInitialSolutions,categorical,800,26.7
RWA3D,extremePointsFronts,3000,23,createInitialSolutions,categorical,2300,76.7
RWA3D,extremePointsFronts,3000,24,createInitialSolutions,categorical,3000,100.0
RWA3D,extremePointsFronts,3000,25,createInitialSolutions,categorical,3000,100.0
RWA3D,extremePointsFronts,3000,26,createInitialSolutions,categorical,2300,76.7
RWA3D,extremePointsFronts,3000,27,createInitialSolutions,categorical,2300,76.7
RWA3D,extremePointsFronts,3000,28,createInitialSolutions,categorical,800,26.7
RWA3D,extremePointsFronts,3000,29,createInitialSolutions,categorical,3000,100.0
RWA3D,extremePointsFronts,3000,30,createInitialSolutions,categorical,800,26.7
RWA3D,extremePointsFronts,3000,1,crossover,categorical,800,26.7
RWA3D,extremePointsFronts,3000,2,crossover,categorical,1500,50.0
RWA3D,extremePointsFronts,3000,3,crossover,categorical,800,26.7
RWA3D,extremePointsFronts,3000,4,crossover,categorical,800,26.7
RWA3D,extremePointsFronts,3000,5,crossover,categorical,800,26.7
RWA3D,extremePointsFronts,3000,6,crossover,categorical,800,26.7
RWA3D,extremePointsFronts,3000,7,crossover,categorical,800,26.7
RWA3D,extremePointsFronts,3000,8,crossover,categorical,800,26.7
RWA3D,extremePointsFronts,3000,9,crossover,categorical,800,26.7
RWA3D,extremePointsFronts,3000,10,crossover,categorical,1500,50.0
RWA3D,extremePointsFronts,3000,11,crossover,categorical,300,10.0
RWA3D,extremePointsFronts,3000,12,crossover,categorical,300,10.0
RWA3D,extremePointsFronts,3000,13,crossover,categorical,1500,50.0
RWA3D,extremePointsFronts,3000,14,crossover,categorical,1500,50.0
RWA3D,extremePointsFronts,3000,15,crossover,categorical,1500,50.0
RWA3D,extremePointsFronts,3000,16,crossover,categorical,800,26.7
RWA3D,extremePointsFronts,3000,17,crossover,categorical,300,10.0
RWA3D,extremePointsFronts,3000,18,crossover,categorical,800,26.7
RWA3D,extremePointsFronts,3000,19,crossover,categorical,1500,50.0
RWA3D,extremePointsFronts,3000,20,crossover,categorical,2300,76.7
RWA3D,extremePointsFronts,3000,21,crossover,categorical,3000,100.0
RWA3D,extremePointsFronts,3000,22,crossover,categorical,800,26.7
RWA3D,extremePointsFronts,3000,23,crossover,categorical,300,10.0
RWA3D,extremePointsFronts,3000,24,crossover,categorical,800,26.7
RWA3D,extremePointsFronts,3000,25,crossover,categorical,300,10.0
RWA3D,extremePointsFronts,3000,26,crossover,categorical,300,10.0
RWA3D,extremePointsFronts,3000,27,crossover,categorical,300,10.0
RWA3D,extremePointsFronts,3000,28,crossover,categorical,800,26.7
RWA3D,extremePointsFronts,3000,29,crossover,categorical,800,26.7
RWA3D,extremePointsFronts,3000,30,crossover,categorical,3000,100.0
RWA3D,extremePointsFronts,3000,1,crossoverProbability,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,2,crossoverProbability,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,3,crossoverProbability,numerical,2300,76.7
RWA3D,extremePointsFronts,3000,4,crossoverProbability,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,5,crossoverProbability,numerical,300,10.0
RWA3D,extremePointsFronts,3000,6,crossoverProbability,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,7,crossoverProbability,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,8,crossoverProbability,numerical,3000,100.0
RWA3D,extremePointsFronts,3000,9,crossoverProbability,numerical,800,26.7
RWA3D,extremePointsFronts,3000,10,crossoverProbability,numerical,3000,100.0
RWA3D,extremePointsFronts,3000,11,crossoverProbability,numerical,3000,100.0
RWA3D,extremePointsFronts,3000,12,crossoverProbability,numerical,800,26.7
RWA3D,extremePointsFronts,3000,13,crossoverProbability,numerical,800,26.7
RWA3D,extremePointsFronts,3000,14,crossoverProbability,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,15,crossoverProbability,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,16,crossoverProbability,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,17,crossoverProbability,numerical,800,26.7
RWA3D,extremePointsFronts,3000,18,crossoverProbability,numerical,2300,76.7
RWA3D,extremePointsFronts,3000,19,crossoverProbability,numerical,2300,76.7
RWA3D,extremePointsFronts,3000,20,crossoverProbability,numerical,2300,76.7
RWA3D,extremePointsFronts,3000,21,crossoverProbability,numerical,3000,100.0
RWA3D,extremePointsFronts,3000,22,crossoverProbability,numerical,3000,100.0
RWA3D,extremePointsFronts,3000,23,crossoverProbability,numerical,2300,76.7
RWA3D,extremePointsFronts,3000,24,crossoverProbability,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,25,crossoverProbability,numerical,2300,76.7
RWA3D,extremePointsFronts,3000,26,crossoverProbability,numerical,2300,76.7
RWA3D,extremePointsFronts,3000,27,crossoverProbability,numerical,2300,76.7
RWA3D,extremePointsFronts,3000,28,crossoverProbability,numerical,2300,76.7
RWA3D,extremePointsFronts,3000,29,crossoverProbability,numerical,2300,76.7
RWA3D,extremePointsFronts,3000,30,crossoverProbability,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,1,crossoverRepairStrategy,categorical,1500,50.0
RWA3D,extremePointsFronts,3000,2,crossoverRepairStrategy,categorical,1500,50.0
RWA3D,extremePointsFronts,3000,3,crossoverRepairStrategy,categorical,300,10.0
RWA3D,extremePointsFronts,3000,4,crossoverRepairStrategy,categorical,1500,50.0
RWA3D,extremePointsFronts,3000,5,crossoverRepairStrategy,categorical,800,26.7
RWA3D,extremePointsFronts,3000,6,crossoverRepairStrategy,categorical,1500,50.0
RWA3D,extremePointsFronts,3000,7,crossoverRepairStrategy,categorical,300,10.0
RWA3D,extremePointsFronts,3000,8,crossoverRepairStrategy,categorical,1500,50.0
RWA3D,extremePointsFronts,3000,9,crossoverRepairStrategy,categorical,800,26.7
RWA3D,extremePointsFronts,3000,10,crossoverRepairStrategy,categorical,300,10.0
RWA3D,extremePointsFronts,3000,11,crossoverRepairStrategy,categorical,1500,50.0
RWA3D,extremePointsFronts,3000,12,crossoverRepairStrategy,categorical,3000,100.0
RWA3D,extremePointsFronts,3000,13,crossoverRepairStrategy,categorical,2300,76.7
RWA3D,extremePointsFronts,3000,14,crossoverRepairStrategy,categorical,1500,50.0
RWA3D,extremePointsFronts,3000,15,crossoverRepairStrategy,categorical,2300,76.7
RWA3D,extremePointsFronts,3000,16,crossoverRepairStrategy,categorical,800,26.7
RWA3D,extremePointsFronts,3000,17,crossoverRepairStrategy,categorical,300,10.0
RWA3D,extremePointsFronts,3000,18,crossoverRepairStrategy,categorical,1500,50.0
RWA3D,extremePointsFronts,3000,19,crossoverRepairStrategy,categorical,300,10.0
RWA3D,extremePointsFronts,3000,20,crossoverRepairStrategy,categorical,2300,76.7
RWA3D,extremePointsFronts,3000,21,crossoverRepairStrategy,categorical,300,10.0
RWA3D,extremePointsFronts,3000,22,crossoverRepairStrategy,categorical,3000,100.0
RWA3D,extremePointsFronts,3000,23,crossoverRepairStrategy,categorical,300,10.0
RWA3D,extremePointsFronts,3000,24,crossoverRepairStrategy,categorical,800,26.7
RWA3D,extremePointsFronts,3000,25,crossoverRepairStrategy,categorical,300,10.0
RWA3D,extremePointsFronts,3000,26,crossoverRepairStrategy,categorical,800,26.7
RWA3D,extremePointsFronts,3000,27,crossoverRepairStrategy,categorical,2300,76.7
RWA3D,extremePointsFronts,3000,28,crossoverRepairStrategy,categorical,1500,50.0
RWA3D,extremePointsFronts,3000,29,crossoverRepairStrategy,categorical,300,10.0
RWA3D,extremePointsFronts,3000,30,crossoverRepairStrategy,categorical,300,10.0
RWA3D,extremePointsFronts,3000,1,fuzzyRecombinationCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,2,fuzzyRecombinationCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,3,fuzzyRecombinationCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,4,fuzzyRecombinationCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,5,fuzzyRecombinationCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,6,fuzzyRecombinationCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,7,fuzzyRecombinationCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,8,fuzzyRecombinationCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,9,fuzzyRecombinationCrossoverAlpha,numerical,800,26.7
RWA3D,extremePointsFronts,3000,10,fuzzyRecombinationCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,11,fuzzyRecombinationCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,12,fuzzyRecombinationCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,13,fuzzyRecombinationCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,14,fuzzyRecombinationCrossoverAlpha,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,15,fuzzyRecombinationCrossoverAlpha,numerical,800,26.7
RWA3D,extremePointsFronts,3000,16,fuzzyRecombinationCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,17,fuzzyRecombinationCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,18,fuzzyRecombinationCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,19,fuzzyRecombinationCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,20,fuzzyRecombinationCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,21,fuzzyRecombinationCrossoverAlpha,numerical,800,26.7
RWA3D,extremePointsFronts,3000,22,fuzzyRecombinationCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,23,fuzzyRecombinationCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,24,fuzzyRecombinationCrossoverAlpha,numerical,800,26.7
RWA3D,extremePointsFronts,3000,25,fuzzyRecombinationCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,26,fuzzyRecombinationCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,27,fuzzyRecombinationCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,28,fuzzyRecombinationCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,29,fuzzyRecombinationCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,30,fuzzyRecombinationCrossoverAlpha,numerical,300,10.0
RWA3D,extremePointsFronts,3000,1,laplaceCrossoverScale,numerical,300,10.0
RWA3D,extremePointsFronts,3000,2,laplaceCrossoverScale,numerical,300,10.0
RWA3D,extremePointsFronts,3000,3,laplaceCrossoverScale,numerical,300,10.0
RWA3D,extremePointsFronts,3000,4,laplaceCrossoverScale,numerical,300,10.0
RWA3D,extremePointsFronts,3000,5,laplaceCrossoverScale,numerical,300,10.0
RWA3D,extremePointsFronts,3000,6,laplaceCrossoverScale,numerical,300,10.0
RWA3D,extremePointsFronts,3000,7,laplaceCrossoverScale,numerical,300,10.0
RWA3D,extremePointsFronts,3000,8,laplaceCrossoverScale,numerical,300,10.0
RWA3D,extremePointsFronts,3000,9,laplaceCrossoverScale,numerical,300,10.0
RWA3D,extremePointsFronts,3000,10,laplaceCrossoverScale,numerical,300,10.0
RWA3D,extremePointsFronts,3000,11,laplaceCrossoverScale,numerical,300,10.0
RWA3D,extremePointsFronts,3000,12,laplaceCrossoverScale,numerical,300,10.0
RWA3D,extremePointsFronts,3000,13,laplaceCrossoverScale,numerical,300,10.0
RWA3D,extremePointsFronts,3000,14,laplaceCrossoverScale,numerical,300,10.0
RWA3D,extremePointsFronts,3000,15,laplaceCrossoverScale,numerical,300,10.0
RWA3D,extremePointsFronts,3000,16,laplaceCrossoverScale,numerical,300,10.0
RWA3D,extremePointsFronts,3000,17,laplaceCrossoverScale,numerical,300,10.0
RWA3D,extremePointsFronts,3000,18,laplaceCrossoverScale,numerical,300,10.0
RWA3D,extremePointsFronts,3000,19,laplaceCrossoverScale,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,20,laplaceCrossoverScale,numerical,2300,76.7
RWA3D,extremePointsFronts,3000,21,laplaceCrossoverScale,numerical,3000,100.0
RWA3D,extremePointsFronts,3000,22,laplaceCrossoverScale,numerical,300,10.0
RWA3D,extremePointsFronts,3000,23,laplaceCrossoverScale,numerical,300,10.0
RWA3D,extremePointsFronts,3000,24,laplaceCrossoverScale,numerical,300,10.0
RWA3D,extremePointsFronts,3000,25,laplaceCrossoverScale,numerical,300,10.0
RWA3D,extremePointsFronts,3000,26,laplaceCrossoverScale,numerical,300,10.0
RWA3D,extremePointsFronts,3000,27,laplaceCrossoverScale,numerical,300,10.0
RWA3D,extremePointsFronts,3000,28,laplaceCrossoverScale,numerical,300,10.0
RWA3D,extremePointsFronts,3000,29,laplaceCrossoverScale,numerical,300,10.0
RWA3D,extremePointsFronts,3000,30,laplaceCrossoverScale,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,1,levyFlightMutationBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,2,levyFlightMutationBeta,numerical,800,26.7
RWA3D,extremePointsFronts,3000,3,levyFlightMutationBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,4,levyFlightMutationBeta,numerical,800,26.7
RWA3D,extremePointsFronts,3000,5,levyFlightMutationBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,6,levyFlightMutationBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,7,levyFlightMutationBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,8,levyFlightMutationBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,9,levyFlightMutationBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,10,levyFlightMutationBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,11,levyFlightMutationBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,12,levyFlightMutationBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,13,levyFlightMutationBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,14,levyFlightMutationBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,15,levyFlightMutationBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,16,levyFlightMutationBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,17,levyFlightMutationBeta,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,18,levyFlightMutationBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,19,levyFlightMutationBeta,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,20,levyFlightMutationBeta,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,21,levyFlightMutationBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,22,levyFlightMutationBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,23,levyFlightMutationBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,24,levyFlightMutationBeta,numerical,2300,76.7
RWA3D,extremePointsFronts,3000,25,levyFlightMutationBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,26,levyFlightMutationBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,27,levyFlightMutationBeta,numerical,800,26.7
RWA3D,extremePointsFronts,3000,28,levyFlightMutationBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,29,levyFlightMutationBeta,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,30,levyFlightMutationBeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,1,levyFlightMutationStepSize,numerical,300,10.0
RWA3D,extremePointsFronts,3000,2,levyFlightMutationStepSize,numerical,800,26.7
RWA3D,extremePointsFronts,3000,3,levyFlightMutationStepSize,numerical,300,10.0
RWA3D,extremePointsFronts,3000,4,levyFlightMutationStepSize,numerical,800,26.7
RWA3D,extremePointsFronts,3000,5,levyFlightMutationStepSize,numerical,300,10.0
RWA3D,extremePointsFronts,3000,6,levyFlightMutationStepSize,numerical,300,10.0
RWA3D,extremePointsFronts,3000,7,levyFlightMutationStepSize,numerical,300,10.0
RWA3D,extremePointsFronts,3000,8,levyFlightMutationStepSize,numerical,300,10.0
RWA3D,extremePointsFronts,3000,9,levyFlightMutationStepSize,numerical,300,10.0
RWA3D,extremePointsFronts,3000,10,levyFlightMutationStepSize,numerical,300,10.0
RWA3D,extremePointsFronts,3000,11,levyFlightMutationStepSize,numerical,300,10.0
RWA3D,extremePointsFronts,3000,12,levyFlightMutationStepSize,numerical,300,10.0
RWA3D,extremePointsFronts,3000,13,levyFlightMutationStepSize,numerical,300,10.0
RWA3D,extremePointsFronts,3000,14,levyFlightMutationStepSize,numerical,300,10.0
RWA3D,extremePointsFronts,3000,15,levyFlightMutationStepSize,numerical,300,10.0
RWA3D,extremePointsFronts,3000,16,levyFlightMutationStepSize,numerical,300,10.0
RWA3D,extremePointsFronts,3000,17,levyFlightMutationStepSize,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,18,levyFlightMutationStepSize,numerical,300,10.0
RWA3D,extremePointsFronts,3000,19,levyFlightMutationStepSize,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,20,levyFlightMutationStepSize,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,21,levyFlightMutationStepSize,numerical,300,10.0
RWA3D,extremePointsFronts,3000,22,levyFlightMutationStepSize,numerical,300,10.0
RWA3D,extremePointsFronts,3000,23,levyFlightMutationStepSize,numerical,300,10.0
