family,front_type,budget,run,parameter,parameter_kind,stabilization_eval,stabilization_pct_meta_budget
RWA3D,extremePointsFronts,3000,12,selectionTournamentSize,numerical,300,10.0
RWA3D,extremePointsFronts,3000,13,selectionTournamentSize,numerical,300,10.0
RWA3D,extremePointsFronts,3000,14,selectionTournamentSize,numerical,300,10.0
RWA3D,extremePointsFronts,3000,15,selectionTournamentSize,numerical,300,10.0
RWA3D,extremePointsFronts,3000,16,selectionTournamentSize,numerical,300,10.0
RWA3D,extremePointsFronts,3000,17,selectionTournamentSize,numerical,800,26.7
RWA3D,extremePointsFronts,3000,18,selectionTournamentSize,numerical,3000,100.0
RWA3D,extremePointsFronts,3000,19,selectionTournamentSize,numerical,300,10.0
RWA3D,extremePointsFronts,3000,20,selectionTournamentSize,numerical,300,10.0
RWA3D,extremePointsFronts,3000,21,selectionTournamentSize,numerical,300,10.0
RWA3D,extremePointsFronts,3000,22,selectionTournamentSize,numerical,300,10.0
RWA3D,extremePointsFronts,3000,23,selectionTournamentSize,numerical,300,10.0
RWA3D,extremePointsFronts,3000,24,selectionTournamentSize,numerical,3000,100.0
RWA3D,extremePointsFronts,3000,25,selectionTournamentSize,numerical,300,10.0
RWA3D,extremePointsFronts,3000,26,selectionTournamentSize,numerical,300,10.0
RWA3D,extremePointsFronts,3000,27,selectionTournamentSize,numerical,2300,76.7
RWA3D,extremePointsFronts,3000,28,selectionTournamentSize,numerical,2300,76.7
RWA3D,extremePointsFronts,3000,29,selectionTournamentSize,numerical,3000,100.0
RWA3D,extremePointsFronts,3000,30,selectionTournamentSize,numerical,3000,100.0
RWA3D,extremePointsFronts,3000,1,undcCrossoverEta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,2,undcCrossoverEta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,3,undcCrossoverEta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,4,undcCrossoverEta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,5,undcCrossoverEta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,6,undcCrossoverEta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,7,undcCrossoverEta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,8,undcCrossoverEta,numerical,800,26.7
RWA3D,extremePointsFronts,3000,9,undcCrossoverEta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,10,undcCrossoverEta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,11,undcCrossoverEta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,12,undcCrossoverEta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,13,undcCrossoverEta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,14,undcCrossoverEta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,15,undcCrossoverEta,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,16,undcCrossoverEta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,17,undcCrossoverEta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,18,undcCrossoverEta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,19,undcCrossoverEta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,20,undcCrossoverEta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,21,undcCrossoverEta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,22,undcCrossoverEta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,23,undcCrossoverEta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,24,undcCrossoverEta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,25,undcCrossoverEta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,26,undcCrossoverEta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,27,undcCrossoverEta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,28,undcCrossoverEta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,29,undcCrossoverEta,numerical,800,26.7
RWA3D,extremePointsFronts,3000,30,undcCrossoverEta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,1,undcCrossoverZeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,2,undcCrossoverZeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,3,undcCrossoverZeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,4,undcCrossoverZeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,5,undcCrossoverZeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,6,undcCrossoverZeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,7,undcCrossoverZeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,8,undcCrossoverZeta,numerical,800,26.7
RWA3D,extremePointsFronts,3000,9,undcCrossoverZeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,10,undcCrossoverZeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,11,undcCrossoverZeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,12,undcCrossoverZeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,13,undcCrossoverZeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,14,undcCrossoverZeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,15,undcCrossoverZeta,numerical,1500,50.0
RWA3D,extremePointsFronts,3000,16,undcCrossoverZeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,17,undcCrossoverZeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,18,undcCrossoverZeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,19,undcCrossoverZeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,20,undcCrossoverZeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,21,undcCrossoverZeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,22,undcCrossoverZeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,23,undcCrossoverZeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,24,undcCrossoverZeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,25,undcCrossoverZeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,26,undcCrossoverZeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,27,undcCrossoverZeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,28,undcCrossoverZeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,29,undcCrossoverZeta,numerical,800,26.7
RWA3D,extremePointsFronts,3000,30,undcCrossoverZeta,numerical,300,10.0
RWA3D,extremePointsFronts,3000,1,uniformMutationPerturbation,numerical,300,10.0
RWA3D,extremePointsFronts,3000,2,uniformMutationPerturbation,numerical,300,10.0
RWA3D,extremePointsFronts,3000,3,uniformMutationPerturbation,numerical,300,10.0
RWA3D,extremePointsFronts,3000,4,uniformMutationPerturbation,numerical,300,10.0
RWA3D,extremePointsFronts,3000,5,uniformMutationPerturbation,numerical,300,10.0
RWA3D,extremePointsFronts,3000,6,uniformMutationPerturbation,numerical,300,10.0
RWA3D,extremePointsFronts,3000,7,uniformMutationPerturbation,numerical,300,10.0
RWA3D,extremePointsFronts,3000,8,uniformMutationPerturbation,numerical,300,10.0
RWA3D,extremePointsFronts,3000,9,uniformMutationPerturbation,numerical,300,10.0
RWA3D,extremePointsFronts,3000,10,uniformMutationPerturbation,numerical,300,10.0
RWA3D,extremePointsFronts,3000,11,uniformMutationPerturbation,numerical,300,10.0
RWA3D,extremePointsFronts,3000,12,uniformMutationPerturbation,numerical,300,10.0
RWA3D,extremePointsFronts,3000,13,uniformMutationPerturbation,numerical,300,10.0
RWA3D,extremePointsFronts,3000,14,uniformMutationPerturbation,numerical,300,10.0
RWA3D,extremePointsFronts,3000,15,uniformMutationPerturbation,numerical,300,10.0
RWA3D,extremePointsFronts,3000,16,uniformMutationPerturbation,numerical,300,10.0
RWA3D,extremePointsFronts,3000,17,uniformMutationPerturbation,numerical,300,10.0
RWA3D,extremePointsFronts,3000,18,uniformMutationPerturbation,numerical,300,10.0
RWA3D,extremePointsFronts,3000,19,uniformMutationPerturbation,numerical,300,10.0
RWA3D,extremePointsFronts,3000,20,uniformMutationPerturbation,numerical,300,10.0
RWA3D,extremePointsFronts,3000,21,uniformMutationPerturbation,numerical,300,10.0
RWA3D,extremePointsFronts,3000,22,uniformMutationPerturbation,numerical,300,10.0
RWA3D,extremePointsFronts,3000,23,uniformMutationPerturbation,numerical,300,10.0
RWA3D,extremePointsFronts,3000,24,uniformMutationPerturbation,numerical,300,10.0
RWA3D,extremePointsFronts,3000,25,uniformMutationPerturbation,numerical,300,10.0
RWA3D,extremePointsFronts,3000,26,uniformMutationPerturbation,numerical,300,10.0
RWA3D,extremePointsFronts,3000,27,uniformMutationPerturbation,numerical,300,10.0
RWA3D,extremePointsFronts,3000,28,uniformMutationPerturbation,numerical,300,10.0
RWA3D,extremePointsFronts,3000,29,uniformMutationPerturbation,numerical,300,10.0
RWA3D,extremePointsFronts,3000,30,uniformMutationPerturbation,numerical,300,10.0
RWA3D,extremePointsFronts,3000,1,variation,categorical,300,10.0
RWA3D,extremePointsFronts,3000,2,variation,categorical,300,10.0
RWA3D,extremePointsFronts,3000,3,variation,categorical,300,10.0
RWA3D,extremePointsFronts,3000,4,variation,categorical,300,10.0
RWA3D,extremePointsFronts,3000,5,variation,categorical,300,10.0
RWA3D,extremePointsFronts,3000,6,variation,categorical,300,10.0
RWA3D,extremePointsFronts,3000,7,variation,categorical,300,10.0
RWA3D,extremePointsFronts,3000,8,variation,categorical,300,10.0
RWA3D,extremePointsFronts,3000,9,variation,categorical,300,10.0
RWA3D,extremePointsFronts,3000,10,variation,categorical,300,10.0
RWA3D,extremePointsFronts,3000,11,variation,categorical,300,10.0
RWA3D,extremePointsFronts,3000,12,variation,categorical,300,10.0
RWA3D,extremePointsFronts,3000,13,variation,categorical,300,10.0
RWA3D,extremePointsFronts,3000,14,variation,categorical,300,10.0
RWA3D,extremePointsFronts,3000,15,variation,categorical,300,10.0
RWA3D,extremePointsFronts,3000,16,variation,categorical,300,10.0
RWA3D,extremePointsFronts,3000,17,variation,categorical,300,10.0
RWA3D,extremePointsFronts,3000,18,variation,categorical,300,10.0
RWA3D,extremePointsFronts,3000,19,variation,categorical,300,10.0
RWA3D,extremePointsFronts,3000,20,variation,categorical,300,10.0
RWA3D,extremePointsFronts,3000,21,variation,categorical,300,10.0
RWA3D,extremePointsFronts,3000,22,variation,categorical,300,10.0
RWA3D,extremePointsFronts,3000,23,variation,categorical,300,10.0
RWA3D,extremePointsFronts,3000,24,variation,categorical,300,10.0
RWA3D,extremePointsFronts,3000,25,variation,categorical,300,10.0
RWA3D,extremePointsFronts,3000,26,variation,categorical,300,10.0
RWA3D,extremePointsFronts,3000,27,variation,categorical,300,10.0
RWA3D,extremePointsFronts,3000,28,variation,categorical,300,10.0
RWA3D,extremePointsFronts,3000,29,variation,categorical,300,10.0
RWA3D,extremePointsFronts,3000,30,variation,categorical,300,10.0
RE3D,referenceFronts,3000,1,algorithmResult,categorical,300,10.0
RE3D,referenceFronts,3000,2,algorithmResult,categorical,300,10.0
RE3D,referenceFronts,3000,3,algorithmResult,categorical,300,10.0
RE3D,referenceFronts,3000,4,algorithmResult,categorical,300,10.0
RE3D,referenceFronts,3000,5,algorithmResult,categorical,300,10.0
RE3D,referenceFronts,3000,6,algorithmResult,categorical,300,10.0
RE3D,referenceFronts,3000,7,algorithmResult,categorical,300,10.0
RE3D,referenceFronts,3000,8,algorithmResult,categorical,300,10.0
RE3D,referenceFronts,3000,9,algorithmResult,categorical,300,10.0
RE3D,referenceFronts,3000,10,algorithmResult,categorical,300,10.0
RE3D,referenceFronts,3000,11,algorithmResult,categorical,300,10.0
RE3D,referenceFronts,3000,12,algorithmResult,categorical,300,10.0
RE3D,referenceFronts,3000,13,algorithmResult,categorical,300,10.0
RE3D,referenceFronts,3000,14,algorithmResult,categorical,300,10.0
RE3D,referenceFronts,3000,15,algorithmResult,categorical,300,10.0
RE3D,referenceFronts,3000,16,algorithmResult,categorical,300,10.0
RE3D,referenceFronts,3000,17,algorithmResult,categorical,300,10.0
RE3D,referenceFronts,3000,18,algorithmResult,categorical,300,10.0
RE3D,referenceFronts,3000,19,algorithmResult,categorical,300,10.0
RE3D,referenceFronts,3000,20,algorithmResult,categorical,300,10.0
RE3D,referenceFronts,3000,21,algorithmResult,categorical,300,10.0
RE3D,referenceFronts,3000,22,algorithmResult,categorical,300,10.0
RE3D,referenceFronts,3000,23,algorithmResult,categorical,300,10.0
RE3D,referenceFronts,3000,24,algorithmResult,categorical,300,10.0
RE3D,referenceFronts,3000,25,algorithmResult,categorical,300,10.0
RE3D,referenceFronts,3000,26,algorithmResult,categorical,300,10.0
RE3D,referenceFronts,3000,27,algorithmResult,categorical,300,10.0
RE3D,referenceFronts,3000,28,algorithmResult,categorical,300,10.0
RE3D,referenceFronts,3000,29,algorithmResult,categorical,300,10.0
RE3D,referenceFronts,3000,30,algorithmResult,categorical,300,10.0
RE3D,referenceFronts,3000,1,archiveType,categorical,300,10.0
RE3D,referenceFronts,3000,2,archiveType,categorical,300,10.0
RE3D,referenceFronts,3000,3,archiveType,categorical,300,10.0
RE3D,referenceFronts,3000,4,archiveType,categorical,300,10.0
RE3D,referenceFronts,3000,5,archiveType,categorical,300,10.0
RE3D,referenceFronts,3000,6,archiveType,categorical,300,10.0
RE3D,referenceFronts,3000,7,archiveType,categorical,300,10.0
RE3D,referenceFronts,3000,8,archiveType,categorical,300,10.0
RE3D,referenceFronts,3000,9,archiveType,categorical,300,10.0
RE3D,referenceFronts,3000,10,archiveType,categorical,300,10.0
RE3D,referenceFronts,3000,11,archiveType,categorical,300,10.0
RE3D,referenceFronts,3000,12,archiveType,categorical,300,10.0
RE3D,referenceFronts,3000,13,archiveType,categorical,300,10.0
RE3D,referenceFronts,3000,14,archiveType,categorical,300,10.0
RE3D,referenceFronts,3000,15,archiveType,categorical,300,10.0
RE3D,referenceFronts,3000,16,archiveType,categorical,300,10.0
RE3D,referenceFronts,3000,17,archiveType,categorical,300,10.0
RE3D,referenceFronts,3000,18,archiveType,categorical,300,10.0
RE3D,referenceFronts,3000,19,archiveType,categorical,300,10.0
RE3D,referenceFronts,3000,20,archiveType,categorical,300,10.0
RE3D,referenceFronts,3000,21,archiveType,categorical,300,10.0
RE3D,referenceFronts,3000,22,archiveType,categorical,300,10.0
RE3D,referenceFronts,3000,23,archiveType,categorical,300,10.0
RE3D,referenceFronts,3000,24,archiveType,categorical,300,10.0
RE3D,referenceFronts,3000,25,archiveType,categorical,300,10.0
RE3D,referenceFronts,3000,26,archiveType,categorical,300,10.0
RE3D,referenceFronts,3000,27,archiveType,categorical,300,10.0
RE3D,referenceFronts,3000,28,archiveType,categorical,300,10.0
RE3D,referenceFronts,3000,29,archiveType,categorical,300,10.0
RE3D,referenceFronts,3000,30,archiveType,categorical,300,10.0
RE3D,referenceFronts,3000,1,blxAlphaBetaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,2,blxAlphaBetaCrossoverAlpha,numerical,3000,100.0
RE3D,referenceFronts,3000,3,blxAlphaBetaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,4,blxAlphaBetaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,5,blxAlphaBetaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,6,blxAlphaBetaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,7,blxAlphaBetaCrossoverAlpha,numerical,2300,76.7
RE3D,referenceFronts,3000,8,blxAlphaBetaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,9,blxAlphaBetaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,10,blxAlphaBetaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,11,blxAlphaBetaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,12,blxAlphaBetaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,13,blxAlphaBetaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,14,blxAlphaBetaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,15,blxAlphaBetaCrossoverAlpha,numerical,1500,50.0
RE3D,referenceFronts,3000,16,blxAlphaBetaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,17,blxAlphaBetaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,18,blxAlphaBetaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,19,blxAlphaBetaCrossoverAlpha,numerical,2300,76.7
RE3D,referenceFronts,3000,20,blxAlphaBetaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,21,blxAlphaBetaCrossoverAlpha,numerical,2300,76.7
RE3D,referenceFronts,3000,22,blxAlphaBetaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,23,blxAlphaBetaCrossoverAlpha,numerical,800,26.7
RE3D,referenceFronts,3000,24,blxAlphaBetaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,25,blxAlphaBetaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,26,blxAlphaBetaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,27,blxAlphaBetaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,28,blxAlphaBetaCrossoverAlpha,numerical,1500,50.0
RE3D,referenceFronts,3000,29,blxAlphaBetaCrossoverAlpha,numerical,3000,100.0
RE3D,referenceFronts,3000,30,blxAlphaBetaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,1,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RE3D,referenceFronts,3000,2,blxAlphaBetaCrossoverBeta,numerical,3000,100.0
RE3D,referenceFronts,3000,3,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RE3D,referenceFronts,3000,4,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RE3D,referenceFronts,3000,5,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RE3D,referenceFronts,3000,6,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RE3D,referenceFronts,3000,7,blxAlphaBetaCrossoverBeta,numerical,2300,76.7
RE3D,referenceFronts,3000,8,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RE3D,referenceFronts,3000,9,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RE3D,referenceFronts,3000,10,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RE3D,referenceFronts,3000,11,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RE3D,referenceFronts,3000,12,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RE3D,referenceFronts,3000,13,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RE3D,referenceFronts,3000,14,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RE3D,referenceFronts,3000,15,blxAlphaBetaCrossoverBeta,numerical,1500,50.0
RE3D,referenceFronts,3000,16,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RE3D,referenceFronts,3000,17,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RE3D,referenceFronts,3000,18,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RE3D,referenceFronts,3000,19,blxAlphaBetaCrossoverBeta,numerical,2300,76.7
RE3D,referenceFronts,3000,20,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RE3D,referenceFronts,3000,21,blxAlphaBetaCrossoverBeta,numerical,2300,76.7
RE3D,referenceFronts,3000,22,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RE3D,referenceFronts,3000,23,blxAlphaBetaCrossoverBeta,numerical,800,26.7
RE3D,referenceFronts,3000,24,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RE3D,referenceFronts,3000,25,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RE3D,referenceFronts,3000,26,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RE3D,referenceFronts,3000,27,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RE3D,referenceFronts,3000,28,blxAlphaBetaCrossoverBeta,numerical,1500,50.0
RE3D,referenceFronts,3000,29,blxAlphaBetaCrossoverBeta,numerical,3000,100.0
RE3D,referenceFronts,3000,30,blxAlphaBetaCrossoverBeta,numerical,300,10.0
RE3D,referenceFronts,3000,1,blxAlphaCrossoverAlpha,numerical,1500,50.0
RE3D,referenceFronts,3000,2,blxAlphaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,3,blxAlphaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,4,blxAlphaCrossoverAlpha,numerical,2300,76.7
RE3D,referenceFronts,3000,5,blxAlphaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,6,blxAlphaCrossoverAlpha,numerical,1500,50.0
RE3D,referenceFronts,3000,7,blxAlphaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,8,blxAlphaCrossoverAlpha,numerical,3000,100.0
RE3D,referenceFronts,3000,9,blxAlphaCrossoverAlpha,numerical,1500,50.0
RE3D,referenceFronts,3000,10,blxAlphaCrossoverAlpha,numerical,2300,76.7
RE3D,referenceFronts,3000,11,blxAlphaCrossoverAlpha,numerical,2300,76.7
RE3D,referenceFronts,3000,12,blxAlphaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,13,blxAlphaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,14,blxAlphaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,15,blxAlphaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,16,blxAlphaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,17,blxAlphaCrossoverAlpha,numerical,3000,100.0
RE3D,referenceFronts,3000,18,blxAlphaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,19,blxAlphaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,20,blxAlphaCrossoverAlpha,numerical,3000,100.0
RE3D,referenceFronts,3000,21,blxAlphaCrossoverAlpha,numerical,2300,76.7
RE3D,referenceFronts,3000,22,blxAlphaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,23,blxAlphaCrossoverAlpha,numerical,2300,76.7
RE3D,referenceFronts,3000,24,blxAlphaCrossoverAlpha,numerical,800,26.7
RE3D,referenceFronts,3000,25,blxAlphaCrossoverAlpha,numerical,2300,76.7
RE3D,referenceFronts,3000,26,blxAlphaCrossoverAlpha,numerical,300,10.0
RE3D,referenceFronts,3000,27,blxAlphaCrossoverAlpha,numerical,3000,100.0
RE3D,referenceFronts,3000,28,blxAlphaCrossoverAlpha,numerical,2300,76.7
RE3D,referenceFronts,3000,29,blxAlphaCrossoverAlpha,numerical,1500,50.0
RE3D,referenceFronts,3000,30,blxAlphaCrossoverAlpha,numerical,3000,100.0
RE3D,referenceFronts,3000,1,boltzmannTemperature,numerical,3000,100.0
RE3D,referenceFronts,3000,2,boltzmannTemperature,numerical,3000,100.0
RE3D,referenceFronts,3000,3,boltzmannTemperature,numerical,800,26.7
RE3D,referenceFronts,3000,4,boltzmannTemperature,numerical,2300,76.7
RE3D,referenceFronts,3000,5,boltzmannTemperature,numerical,300,10.0
RE3D,referenceFronts,3000,6,boltzmannTemperature,numerical,2300,76.7
RE3D,referenceFronts,3000,7,boltzmannTemperature,numerical,300,10.0
RE3D,referenceFronts,3000,8,boltzmannTemperature,numerical,300,10.0
RE3D,referenceFronts,3000,9,boltzmannTemperature,numerical,300,10.0
RE3D,referenceFronts,3000,10,boltzmannTemperature,numerical,2300,76.7
RE3D,referenceFronts,3000,11,boltzmannTemperature,numerical,300,10.0
RE3D,referenceFronts,3000,12,boltzmannTemperature,numerical,300,10.0
RE3D,referenceFronts,3000,13,boltzmannTemperature,numerical,300,10.0
RE3D,referenceFronts,3000,14,boltzmannTemperature,numerical,300,10.0
RE3D,referenceFronts,3000,15,boltzmannTemperature,numerical,300,10.0
RE3D,referenceFronts,3000,16,boltzmannTemperature,numerical,300,10.0
RE3D,referenceFronts,3000,17,boltzmannTemperature,numerical,300,10.0
RE3D,referenceFronts,3000,18,boltzmannTemperature,numerical,300,10.0
RE3D,referenceFronts,3000,19,boltzmannTemperature,numerical,2300,76.7
RE3D,referenceFronts,3000,20,boltzmannTemperature,numerical,300,10.0
RE3D,referenceFronts,3000,21,boltzmannTemperature,numerical,300,10.0
RE3D,referenceFronts,3000,22,boltzmannTemperature,numerical,300,10.0
RE3D,referenceFronts,3000,23,boltzmannTemperature,numerical,800,26.7
RE3D,referenceFronts,3000,24,boltzmannTemperature,numerical,300,10.0
RE3D,referenceFronts,3000,25,boltzmannTemperature,numerical,800,26.7
RE3D,referenceFronts,3000,26,boltzmannTemperature,numerical,3000,100.0
RE3D,referenceFronts,3000,27,boltzmannTemperature,numerical,300,10.0
RE3D,referenceFronts,3000,28,boltzmannTemperature,numerical,300,10.0
RE3D,referenceFronts,3000,29,boltzmannTemperature,numerical,300,10.0
RE3D,referenceFronts,3000,30,boltzmannTemperature,numerical,300,10.0
RE3D,referenceFronts,3000,1,createInitialSolutions,categorical,2300,76.7
RE3D,referenceFronts,3000,2,createInitialSolutions,categorical,3000,100.0
RE3D,referenceFronts,3000,3,createInitialSolutions,categorical,1500,50.0
RE3D,referenceFronts,3000,4,createInitialSolutions,categorical,2300,76.7
RE3D,referenceFronts,3000,5,createInitialSolutions,categorical,3000,100.0
RE3D,referenceFronts,3000,6,createInitialSolutions,categorical,1500,50.0
RE3D,referenceFronts,3000,7,createInitialSolutions,categorical,2300,76.7
RE3D,referenceFronts,3000,8,createInitialSolutions,categorical,1500,50.0
RE3D,referenceFronts,3000,9,createInitialSolutions,categorical,800,26.7
RE3D,referenceFronts,3000,10,createInitialSolutions,categorical,800,26.7
RE3D,referenceFronts,3000,11,createInitialSolutions,categorical,3000,100.0
RE3D,referenceFronts,3000,12,createInitialSolutions,categorical,800,26.7
RE3D,referenceFronts,3000,13,createInitialSolutions,categorical,800,26.7
RE3D,referenceFronts,3000,14,createInitialSolutions,categorical,800,26.7
RE3D,referenceFronts,3000,15,createInitialSolutions,categorical,800,26.7
RE3D,referenceFronts,3000,16,createInitialSolutions,categorical,300,10.0
RE3D,referenceFronts,3000,17,createInitialSolutions,categorical,2300,76.7
RE3D,referenceFronts,3000,18,createInitialSolutions,categorical,1500,50.0
RE3D,referenceFronts,3000,19,createInitialSolutions,categorical,1500,50.0
RE3D,referenceFronts,3000,20,createInitialSolutions,categorical,800,26.7
RE3D,referenceFronts,3000,21,createInitialSolutions,categorical,2300,76.7
RE3D,referenceFronts,3000,22,createInitialSolutions,categorical,1500,50.0
RE3D,referenceFronts,3000,23,createInitialSolutions,categorical,3000,100.0
RE3D,referenceFronts,3000,24,createInitialSolutions,categorical,800,26.7
RE3D,referenceFronts,3000,25,createInitialSolutions,categorical,300,10.0
RE3D,referenceFronts,3000,26,createInitialSolutions,categorical,1500,50.0
RE3D,referenceFronts,3000,27,createInitialSolutions,categorical,1500,50.0
RE3D,referenceFronts,3000,28,createInitialSolutions,categorical,2300,76.7
RE3D,referenceFronts,3000,29,createInitialSolutions,categorical,3000,100.0
RE3D,referenceFronts,3000,30,createInitialSolutions,categorical,300,10.0
RE3D,referenceFronts,3000,1,crossover,categorical,1500,50.0
RE3D,referenceFronts,3000,2,crossover,categorical,300,10.0
RE3D,referenceFronts,3000,3,crossover,categorical,1500,50.0
RE3D,referenceFronts,3000,4,crossover,categorical,2300,76.7
RE3D,referenceFronts,3000,5,crossover,categorical,300,10.0
RE3D,referenceFronts,3000,6,crossover,categorical,300,10.0
RE3D,referenceFronts,3000,7,crossover,categorical,300,10.0
RE3D,referenceFronts,3000,8,crossover,categorical,300,10.0
