config_signature,rows,runs,ep_median,hv_median,rank,row_share_pct,run_share_pct,scope,front_type,budget,is_best_EP,is_best_HV,algorithmResult,populationSizeWithArchive,archiveType,createInitialSolutions,offspringPopulationSize,variation,crossover,crossoverProbability,crossoverRepairStrategy,sbxDistributionIndex,blxAlphaCrossoverAlpha,blxAlphaBetaCrossoverBeta,blxAlphaBetaCrossoverAlpha,laplaceCrossoverScale,fuzzyRecombinationCrossoverAlpha,pcxCrossoverZeta,pcxCrossoverEta,undcCrossoverZeta,undcCrossoverEta,mutation,mutationProbabilityFactor,mutationRepairStrategy,uniformMutationPerturbation,polynomialMutationDistributionIndex,linkedPolynomialMutationDistributionIndex,nonUniformMutationPerturbation,levyFlightMutationBeta,levyFlightMutationStepSize,powerLawMutationDelta,selection,selectionTournamentSize,boltzmannTemperature
externalArchive|33.0|unboundedArchive|cauchy|10|crossoverAndMutationVariation|BLX-alpha-beta|0.912423|round|nan|nan|0.813855|0.977863|nan|nan|nan|nan|nan|nan|levyFlight|1.42025|bounds|nan|nan|nan|nan|1.42147|0.828746|nan|ranking|nan|nan,1,1,0.1783658204812392,-0.5848616751399066,21,0.4219409282700422,3.3333333333333335,RWA3D,referenceFronts,1000,False,False,externalArchive,33.0,unboundedArchive,cauchy,10,crossoverAndMutationVariation,BLX-alpha-beta,0.912423008549756,round,,,0.8138550481020786,0.9778632939088928,,,,,,,levyFlight,1.4202501715387048,bounds,,,,,1.4214699733930714,0.8287463454386512,,ranking,,
externalArchive|54.0|unboundedArchive|cauchy|20|crossoverAndMutationVariation|BLX-alpha-beta|0.998275|round|nan|nan|0.08139|0.63686|nan|nan|nan|nan|nan|nan|powerLaw|1.916475|bounds|nan|nan|nan|nan|nan|nan|5.795771|tournament|4.0|nan,1,1,0.1783732717428946,-0.5846975156216683,22,0.4219409282700422,3.3333333333333335,RWA3D,referenceFronts,1000,False,False,externalArchive,54.0,unboundedArchive,cauchy,20,crossoverAndMutationVariation,BLX-alpha-beta,0.9982746515001112,round,,,0.0813898249153666,0.6368601020316124,,,,,,,powerLaw,1.9164750435407707,bounds,,,,,,,5.795771197224274,tournament,4.0,
externalArchive|30.0|unboundedArchive|cauchy|5|crossoverAndMutationVariation|BLX-alpha-beta|0.777466|round|nan|nan|0.088372|0.754707|nan|nan|nan|nan|nan|nan|powerLaw|1.627032|bounds|nan|nan|nan|nan|nan|nan|5.816968|ranking|nan|nan,1,1,0.178387240714265,-0.5847719664796011,23,0.4219409282700422,3.3333333333333335,RWA3D,referenceFronts,1000,False,False,externalArchive,30.0,unboundedArchive,cauchy,5,crossoverAndMutationVariation,BLX-alpha-beta,0.7774664765981216,round,,,0.0883717615826917,0.7547065016731995,,,,,,,powerLaw,1.6270323961389654,bounds,,,,,,,5.816967784517129,ranking,,
externalArchive|37.0|unboundedArchive|sobol|10|crossoverAndMutationVariation|BLX-alpha-beta|0.95247|bounds|nan|nan|0.888107|0.997688|nan|nan|nan|nan|nan|nan|levyFlight|1.98681|bounds|nan|nan|nan|nan|1.483757|0.941616|nan|boltzmann|nan|24.299954,1,1,0.1784137934761223,-0.5849562680155407,24,0.4219409282700422,3.3333333333333335,RWA3D,referenceFronts,1000,False,False,externalArchive,37.0,unboundedArchive,sobol,10,crossoverAndMutationVariation,BLX-alpha-beta,0.9524696813470364,bounds,,,0.8881073381686057,0.997687857650248,,,,,,,levyFlight,1.986809845610976,bounds,,,,,1.4837568208936367,0.9416163349956798,,boltzmann,,24.29995368133527
externalArchive|27.0|unboundedArchive|default|50|crossoverAndMutationVariation|BLX-alpha-beta|0.978826|random|nan|nan|0.672719|0.95148|nan|nan|nan|nan|nan|nan|levyFlight|1.945148|bounds|nan|nan|nan|nan|1.135631|0.612404|nan|random|nan|nan,1,1,0.1784144051647979,-0.584846230499946,25,0.4219409282700422,3.3333333333333335,RWA3D,referenceFronts,1000,False,False,externalArchive,27.0,unboundedArchive,default,50,crossoverAndMutationVariation,BLX-alpha-beta,0.9788264767904992,random,,,0.6727190959244921,0.951480178878603,,,,,,,levyFlight,1.9451482863761245,bounds,,,,,1.1356308123209031,0.6124042557655086,,random,,
externalArchive|27.0|unboundedArchive|cauchy|5|crossoverAndMutationVariation|BLX-alpha-beta|0.825022|bounds|nan|nan|0.201958|0.655254|nan|nan|nan|nan|nan|nan|powerLaw|1.943574|bounds|nan|nan|nan|nan|nan|nan|6.079367|random|nan|nan,1,1,0.1784194124245537,-0.5848796861506588,26,0.4219409282700422,3.3333333333333335,RWA3D,referenceFronts,1000,False,False,externalArchive,27.0,unboundedArchive,cauchy,5,crossoverAndMutationVariation,BLX-alpha-beta,0.8250216636989155,bounds,,,0.2019576421854337,0.6552543005361527,,,,,,,powerLaw,1.9435738015654187,bounds,,,,,,,6.079367188828194,random,,
externalArchive|47.0|unboundedArchive|cauchy|5|crossoverAndMutationVariation|BLX-alpha-beta|0.856937|round|nan|nan|0.867825|0.942208|nan|nan|nan|nan|nan|nan|levyFlight|1.644445|bounds|nan|nan|nan|nan|1.479186|0.928273|nan|stochasticUniversalSampling|nan|nan,1,1,0.1784227476678787,-0.5848733665365901,27,0.4219409282700422,3.3333333333333335,RWA3D,referenceFronts,1000,False,False,externalArchive,47.0,unboundedArchive,cauchy,5,crossoverAndMutationVariation,BLX-alpha-beta,0.8569373216300111,round,,,0.8678251588634501,0.942207582514756,,,,,,,levyFlight,1.6444453152277974,bounds,,,,,1.4791856929146143,0.9282729267327964,,stochasticUniversalSampling,,
externalArchive|16.0|unboundedArchive|cauchy|5|crossoverAndMutationVariation|BLX-alpha-beta|0.902499|bounds|nan|nan|0.424499|0.704154|nan|nan|nan|nan|nan|nan|powerLaw|0.943723|bounds|nan|nan|nan|nan|nan|nan|8.391916|stochasticUniversalSampling|nan|nan,1,1,0.1784333141304461,-0.5847033062027588,28,0.4219409282700422,3.3333333333333335,RWA3D,referenceFronts,1000,False,False,externalArchive,16.0,unboundedArchive,cauchy,5,crossoverAndMutationVariation,BLX-alpha-beta,0.9024990676307384,bounds,,,0.4244986090367157,0.7041543941152149,,,,,,,powerLaw,0.9437233528448056,bounds,,,,,,,8.391916457200004,stochasticUniversalSampling,,
externalArchive|16.0|unboundedArchive|cauchy|5|crossoverAndMutationVariation|BLX-alpha-beta|0.903442|bounds|nan|nan|0.426279|0.711942|nan|nan|nan|nan|nan|nan|powerLaw|0.947096|bounds|nan|nan|nan|nan|nan|nan|8.391916|stochasticUniversalSampling|nan|nan,1,1,0.1784483736380738,-0.5847347559917906,29,0.4219409282700422,3.3333333333333335,RWA3D,referenceFronts,1000,False,False,externalArchive,16.0,unboundedArchive,cauchy,5,crossoverAndMutationVariation,BLX-alpha-beta,0.90344157185714,bounds,,,0.4262794674223026,0.7119419074326231,,,,,,,powerLaw,0.9470958424646788,bounds,,,,,,,8.391916457200004,stochasticUniversalSampling,,
externalArchive|41.0|unboundedArchive|cauchy|5|crossoverAndMutationVariation|BLX-alpha-beta|0.85495|bounds|nan|nan|0.139086|0.785922|nan|nan|nan|nan|nan|nan|powerLaw|1.771998|bounds|nan|nan|nan|nan|nan|nan|5.852217|ranking|nan|nan,1,1,0.1784586213142563,-0.5847432086800226,30,0.4219409282700422,3.3333333333333335,RWA3D,referenceFronts,1000,False,False,externalArchive,41.0,unboundedArchive,cauchy,5,crossoverAndMutationVariation,BLX-alpha-beta,0.8549499815220597,bounds,,,0.1390856595072792,0.7859217355301078,,,,,,,powerLaw,1.7719983623060829,bounds,,,,,,,5.852216853935865,ranking,,
