Algorithm,Problem,IndicatorName,ExecutionId,IndicatorValue
AGE-MOEA,RWA5,EP,16,0.9060886350855473
AGE-MOEA,RWA5,EP,17,0.9063227429161551
AGE-MOEA,RWA5,EP,18,0.9060070173648341
AGE-MOEA,RWA5,EP,19,0.9058613322302352
AGE-MOEA,RWA5,EP,20,0.9060278148687358
AGE-MOEA,RWA5,EP,21,0.9059451218037093
AGE-MOEA,RWA5,EP,22,0.9060614908079521
AGE-MOEA,RWA5,EP,23,0.9058845446881041
AGE-MOEA,RWA5,EP,24,0.9059358449672344
AGE-MOEA,RWA5,EP,25,0.9058686982751399
AGE-MOEA,RWA5,EP,26,0.9058768726419327
AGE-MOEA,RWA5,EP,27,0.9058548283045711
AGE-MOEA,RWA5,EP,28,0.9058887548459614
AGE-MOEA,RWA5,EP,29,0.9058711947962917
AGE-MOEA,RWA6,EP,0,0.11663876112762284
AGE-MOEA,RWA6,EP,1,0.10177771792624019
AGE-MOEA,RWA6,EP,2,0.07242500160758825
AGE-MOEA,RWA6,EP,3,0.09374681793380718
AGE-MOEA,RWA6,EP,4,0.10683212277756282
AGE-MOEA,RWA6,EP,5,0.08145870604807937
AGE-MOEA,RWA6,EP,6,0.1130812973318478
AGE-MOEA,RWA6,EP,7,0.1714702099155475
AGE-MOEA,RWA6,EP,8,0.08270415637039347
AGE-MOEA,RWA6,EP,9,0.16656056363292718
AGE-MOEA,RWA6,EP,10,0.07676390487564222
AGE-MOEA,RWA6,EP,11,0.11552699633092811
AGE-MOEA,RWA6,EP,12,0.11712742801562515
AGE-MOEA,RWA6,EP,13,0.23656191084226577
AGE-MOEA,RWA6,EP,14,0.08232731710273511
AGE-MOEA,RWA6,EP,15,0.08763216084202952
AGE-MOEA,RWA6,EP,16,0.13173510702853913
AGE-MOEA,RWA6,EP,17,0.09506478406042285
AGE-MOEA,RWA6,EP,18,0.12207164685936045
AGE-MOEA,RWA6,EP,19,0.16374602507125424
AGE-MOEA,RWA6,EP,20,0.09255799439140555
AGE-MOEA,RWA6,EP,21,0.05993605232195809
AGE-MOEA,RWA6,EP,22,0.16830181389039378
AGE-MOEA,RWA6,EP,23,0.13783514975105793
AGE-MOEA,RWA6,EP,24,0.039622317567552856
AGE-MOEA,RWA6,EP,25,0.11362291581707962
AGE-MOEA,RWA6,EP,26,0.09408425818033528
AGE-MOEA,RWA6,EP,27,0.09226400751887975
AGE-MOEA,RWA6,EP,28,0.33002357861228576
AGE-MOEA,RWA6,EP,29,0.06932050991888733
AGE-MOEA,RWA7,EP,0,0.06500547523999828
AGE-MOEA,RWA7,EP,1,0.05031890575499198
AGE-MOEA,RWA7,EP,2,0.06293457453572245
AGE-MOEA,RWA7,EP,3,0.05197585632667802
AGE-MOEA,RWA7,EP,4,0.05316972121184893
AGE-MOEA,RWA7,EP,5,0.05237404048849881
AGE-MOEA,RWA7,EP,6,0.05538594745037395
AGE-MOEA,RWA7,EP,7,0.05622773903499578
AGE-MOEA,RWA7,EP,8,0.06808618857961235
AGE-MOEA,RWA7,EP,9,0.05425750033610133
AGE-MOEA,RWA7,EP,10,0.05281169788545059
AGE-MOEA,RWA7,EP,11,0.0550809632716176
AGE-MOEA,RWA7,EP,12,0.058253356836959314
AGE-MOEA,RWA7,EP,13,0.05837893574217806
AGE-MOEA,RWA7,EP,14,0.05390996954052671
AGE-MOEA,RWA7,EP,15,0.05818220952942477
AGE-MOEA,RWA7,EP,16,0.05703956769020835
AGE-MOEA,RWA7,EP,17,0.05500729977477184
AGE-MOEA,RWA7,EP,18,0.04991995747732891
AGE-MOEA,RWA7,EP,19,0.049371748911938074
AGE-MOEA,RWA7,EP,20,0.055060712371012926
AGE-MOEA,RWA7,EP,21,0.0502327486246656
AGE-MOEA,RWA7,EP,22,0.055577531946308996
AGE-MOEA,RWA7,EP,23,0.05035759012666183
AGE-MOEA,RWA7,EP,24,0.054858828964094344
AGE-MOEA,RWA7,EP,25,0.058238255762130015
AGE-MOEA,RWA7,EP,26,0.052735735035790376
AGE-MOEA,RWA7,EP,27,0.05789394578799792
AGE-MOEA,RWA7,EP,28,0.060641123661887786
AGE-MOEA,RWA7,EP,29,0.04991940092573832
AGE-MOEA,RWA8,EP,0,0.08483158666924223
AGE-MOEA,RWA8,EP,1,0.09784042500040968
AGE-MOEA,RWA8,EP,2,0.09184175688472107
AGE-MOEA,RWA8,EP,3,0.08402244832136055
AGE-MOEA,RWA8,EP,4,0.09373276183475054
AGE-MOEA,RWA8,EP,5,0.07662723259189189
AGE-MOEA,RWA8,EP,6,0.08690503940269156
AGE-MOEA,RWA8,EP,7,0.09267432503529938
AGE-MOEA,RWA8,EP,8,0.08335991475017929
AGE-MOEA,RWA8,EP,9,0.08433564363592547
AGE-MOEA,RWA8,EP,10,0.08653973662020259
AGE-MOEA,RWA8,EP,11,0.08705976265494744
AGE-MOEA,RWA8,EP,12,0.07797490315361585
AGE-MOEA,RWA8,EP,13,0.08725250855890004
AGE-MOEA,RWA8,EP,14,0.09615595595376203
AGE-MOEA,RWA8,EP,15,0.08172142745083363
AGE-MOEA,RWA8,EP,16,0.09583023575056826
AGE-MOEA,RWA8,EP,17,0.0792139449571436
AGE-MOEA,RWA8,EP,18,0.08545586140293018
AGE-MOEA,RWA8,EP,19,0.08566896336912908
AGE-MOEA,RWA8,EP,20,0.09567192816354547
AGE-MOEA,RWA8,EP,21,0.09435720774598581
AGE-MOEA,RWA8,EP,22,0.0848605011770256
AGE-MOEA,RWA8,EP,23,0.08298138528925547
AGE-MOEA,RWA8,EP,24,0.08252120518038802
AGE-MOEA,RWA8,EP,25,0.08701826881489833
AGE-MOEA,RWA8,EP,26,0.08254052353728333
AGE-MOEA,RWA8,EP,27,0.07280745764171226
AGE-MOEA,RWA8,EP,28,0.0797459454798459
AGE-MOEA,RWA8,EP,29,0.07588993587216153
AGE-MOEA,RWA9,EP,0,0.21667528536506794
AGE-MOEA,RWA9,EP,1,0.1002481389558873
AGE-MOEA,RWA9,EP,2,0.08946009052595874
AGE-MOEA,RWA9,EP,3,0.16227638859582383
AGE-MOEA,RWA9,EP,4,0.254903145012192
AGE-MOEA,RWA9,EP,5,0.21128676608020325
AGE-MOEA,RWA9,EP,6,0.08449367689498463
AGE-MOEA,RWA9,EP,7,0.0853246134562558
AGE-MOEA,RWA9,EP,8,0.19619557422817033
AGE-MOEA,RWA9,EP,9,0.14787047465184902
AGE-MOEA,RWA9,EP,10,0.086347449446011
AGE-MOEA,RWA9,EP,11,0.16120305824390085
AGE-MOEA,RWA9,EP,12,0.20523796452708307
AGE-MOEA,RWA9,EP,13,0.24489628541907466
AGE-MOEA,RWA9,EP,14,0.23053886500503346
AGE-MOEA,RWA9,EP,15,0.11741069084678969
AGE-MOEA,RWA9,EP,16,0.3515827958273827
AGE-MOEA,RWA9,EP,17,0.0909160008290055
AGE-MOEA,RWA9,EP,18,0.10256679626485238
AGE-MOEA,RWA9,EP,19,0.08592892077773806
AGE-MOEA,RWA9,EP,20,0.31841637070146683
AGE-MOEA,RWA9,EP,21,0.11284379444194564
AGE-MOEA,RWA9,EP,22,0.33502039841314835
AGE-MOEA,RWA9,EP,23,0.2279282019089428
AGE-MOEA,RWA9,EP,24,0.2041743087179053
AGE-MOEA,RWA9,EP,25,0.14709375613680972
AGE-MOEA,RWA9,EP,26,0.11382092641101663
AGE-MOEA,RWA9,EP,27,0.1097741209026278
AGE-MOEA,RWA9,EP,28,0.1246761905459636
AGE-MOEA,RWA9,EP,29,0.09018700263322225
AGE-MOEA,RWA10,EP,0,0.1671066728905545
AGE-MOEA,RWA10,EP,1,0.17897979267515127
AGE-MOEA,RWA10,EP,2,0.16879265867525034
AGE-MOEA,RWA10,EP,3,0.16582210059255165
AGE-MOEA,RWA10,EP,4,0.1930599785541779
AGE-MOEA,RWA10,EP,5,0.14543903778965395
AGE-MOEA,RWA10,EP,6,0.1919371355660766
AGE-MOEA,RWA10,EP,7,0.14802555685244628
AGE-MOEA,RWA10,EP,8,0.20003391033017232
AGE-MOEA,RWA10,EP,9,0.16931449974962742
AGE-MOEA,RWA10,EP,10,0.1975883066577161
AGE-MOEA,RWA10,EP,11,0.18834896844814764
AGE-MOEA,RWA10,EP,12,0.17177963755068631
AGE-MOEA,RWA10,EP,13,0.15635414432844608
AGE-MOEA,RWA10,EP,14,0.14672752816997775
AGE-MOEA,RWA10,EP,15,0.14970726239336438
AGE-MOEA,RWA10,EP,16,0.18616112537414647
AGE-MOEA,RWA10,EP,17,0.15489814225307263
AGE-MOEA,RWA10,EP,18,0.17026821722980118
AGE-MOEA,RWA10,EP,19,0.17937191653008738
AGE-MOEA,RWA10,EP,20,0.14822089051561602
AGE-MOEA,RWA10,EP,21,0.18344625163561562
AGE-MOEA,RWA10,EP,22,0.15998837506103863
AGE-MOEA,RWA10,EP,23,0.17754092187008466
AGE-MOEA,RWA10,EP,24,0.15056984965742093
AGE-MOEA,RWA10,EP,25,0.18723625617409073
AGE-MOEA,RWA10,EP,26,0.14194246890557827
AGE-MOEA,RWA10,EP,27,0.1500351575570334
AGE-MOEA,RWA10,EP,28,0.1731847558811763
AGE-MOEA,RWA10,EP,29,0.15668753931333648
NSGAII-RE3D,RE21,EP,0,0.01005464734087358
NSGAII-RE3D,RE21,EP,1,0.01036538263930567
NSGAII-RE3D,RE21,EP,2,0.009236198046830069
NSGAII-RE3D,RE21,EP,3,0.009185286374295304
NSGAII-RE3D,RE21,EP,4,0.008337445301286384
NSGAII-RE3D,RE21,EP,5,0.008023270260347048
NSGAII-RE3D,RE21,EP,6,0.008976014467580007
NSGAII-RE3D,RE21,EP,7,0.00899796883598436
NSGAII-RE3D,RE21,EP,8,0.007951255022843107
NSGAII-RE3D,RE21,EP,9,0.010709664845445277
NSGAII-RE3D,RE21,EP,10,0.008167307102684096
NSGAII-RE3D,RE21,EP,11,0.008796495508614444
NSGAII-RE3D,RE21,EP,12,0.009717174686599384
NSGAII-RE3D,RE21,EP,13,0.00935366977078722
NSGAII-RE3D,RE21,EP,14,0.00885348040417111
NSGAII-RE3D,RE21,EP,15,0.008922093896868544
NSGAII-RE3D,RE21,EP,16,0.009611882844803854
NSGAII-RE3D,RE21,EP,17,0.008279890891508213
NSGAII-RE3D,RE21,EP,18,0.010229202944354643
NSGAII-RE3D,RE21,EP,19,0.009041245355606048
NSGAII-RE3D,RE21,EP,20,0.010119687290496726
NSGAII-RE3D,RE21,EP,21,0.007889826185628307
NSGAII-RE3D,RE21,EP,22,0.009485405665659863
NSGAII-RE3D,RE21,EP,23,0.01005184214517224
NSGAII-RE3D,RE21,EP,24,0.008475824413284094
NSGAII-RE3D,RE21,EP,25,0.008681950624383317
NSGAII-RE3D,RE21,EP,26,0.011370347660416474
NSGAII-RE3D,RE21,EP,27,0.00849447443428819
NSGAII-RE3D,RE21,EP,28,0.008971704797723357
NSGAII-RE3D,RE21,EP,29,0.009467291568105468
NSGAII-RE3D,RE22,EP,0,0.00823835416995844
NSGAII-RE3D,RE22,EP,1,0.008676211649291582
NSGAII-RE3D,RE22,EP,2,0.006620307196361197
NSGAII-RE3D,RE22,EP,3,0.008232225976047336
NSGAII-RE3D,RE22,EP,4,0.007504546973383125
NSGAII-RE3D,RE22,EP,5,0.00769526565335138
NSGAII-RE3D,RE22,EP,6,0.008185412493650956
NSGAII-RE3D,RE22,EP,7,0.007906788529489728
NSGAII-RE3D,RE22,EP,8,0.007042431459461956
NSGAII-RE3D,RE22,EP,9,0.006820164634534276
NSGAII-RE3D,RE22,EP,10,0.0071706000355097055
NSGAII-RE3D,RE22,EP,11,0.007090440349950267
NSGAII-RE3D,RE22,EP,12,0.009533796711084758
NSGAII-RE3D,RE22,EP,13,0.007440131896606306
NSGAII-RE3D,RE22,EP,14,0.008184249736319704
NSGAII-RE3D,RE22,EP,15,0.007829000356117777
NSGAII-RE3D,RE22,EP,16,0.007722079356519602
NSGAII-RE3D,RE22,EP,17,0.009605333922947712
NSGAII-RE3D,RE22,EP,18,0.012282105704996993
NSGAII-RE3D,RE22,EP,19,0.008740736440970398
NSGAII-RE3D,RE22,EP,20,0.007948077036867618
NSGAII-RE3D,RE22,EP,21,0.007646916318993391
NSGAII-RE3D,RE22,EP,22,0.008182965239820206
NSGAII-RE3D,RE22,EP,23,0.007405742283967953
NSGAII-RE3D,RE22,EP,24,0.010002280460116086
NSGAII-RE3D,RE22,EP,25,0.007619103253636184
NSGAII-RE3D,RE22,EP,26,0.00806635762739194
NSGAII-RE3D,RE22,EP,27,0.00752535216351774
NSGAII-RE3D,RE22,EP,28,0.007193026955190224
NSGAII-RE3D,RE22,EP,29,0.008544068477093325
NSGAII-RE3D,RE23,EP,0,0.007467417084050423
NSGAII-RE3D,RE23,EP,1,0.007184537873380456
NSGAII-RE3D,RE23,EP,2,0.00765452279596654
NSGAII-RE3D,RE23,EP,3,0.007577394117782105
NSGAII-RE3D,RE23,EP,4,0.007441860030472189
NSGAII-RE3D,RE23,EP,5,0.007256179315978509
NSGAII-RE3D,RE23,EP,6,0.007420883198267392
NSGAII-RE3D,RE23,EP,7,0.005080129913216899
NSGAII-RE3D,RE23,EP,8,0.007254279501078223
NSGAII-RE3D,RE23,EP,9,0.007594528176953302
NSGAII-RE3D,RE23,EP,10,0.004557139148771023
NSGAII-RE3D,RE23,EP,11,0.006138209638583682
NSGAII-RE3D,RE23,EP,12,0.007660415478378146
NSGAII-RE3D,RE23,EP,13,0.007330498576108971
NSGAII-RE3D,RE23,EP,14,0.00719448359053253
NSGAII-RE3D,RE23,EP,15,0.007733165699152403
NSGAII-RE3D,RE23,EP,16,0.007220354431309792
NSGAII-RE3D,RE23,EP,17,0.007443760273084354
NSGAII-RE3D,RE23,EP,18,0.007331880886039005
NSGAII-RE3D,RE23,EP,19,0.005255397841858156
NSGAII-RE3D,RE23,EP,20,0.007388595490147573
NSGAII-RE3D,RE23,EP,21,0.003071195294964275
NSGAII-RE3D,RE23,EP,22,0.0072871072999880215
NSGAII-RE3D,RE23,EP,23,0.007471243489126214
NSGAII-RE3D,RE23,EP,24,0.007277606941626602
NSGAII-RE3D,RE23,EP,25,0.0067514979805560205
NSGAII-RE3D,RE23,EP,26,0.007435641785578165
NSGAII-RE3D,RE23,EP,27,0.007701908056661419
NSGAII-RE3D,RE23,EP,28,0.00776011420782681
NSGAII-RE3D,RE23,EP,29,0.007708982864912228
NSGAII-RE3D,RE24,EP,0,0.006534034277293682
NSGAII-RE3D,RE24,EP,1,0.005961381214196135
NSGAII-RE3D,RE24,EP,2,0.005737616916140734
NSGAII-RE3D,RE24,EP,3,0.005872165085709438
NSGAII-RE3D,RE24,EP,4,0.006137852603971502
NSGAII-RE3D,RE24,EP,5,0.0063992293541008105
NSGAII-RE3D,RE24,EP,6,0.005816551915589108
NSGAII-RE3D,RE24,EP,7,0.006404893507468652
NSGAII-RE3D,RE24,EP,8,0.00619105993604336
NSGAII-RE3D,RE24,EP,9,0.0051188775456469104
NSGAII-RE3D,RE24,EP,10,0.005346393950115186
NSGAII-RE3D,RE24,EP,11,0.005204677210686681
NSGAII-RE3D,RE24,EP,12,0.005594033389327374
NSGAII-RE3D,RE24,EP,13,0.0057586035921427525
NSGAII-RE3D,RE24,EP,14,0.005484550390594145
NSGAII-RE3D,RE24,EP,15,0.006000078984469692
NSGAII-RE3D,RE24,EP,16,0.0065515346513637385
NSGAII-RE3D,RE24,EP,17,0.005922118520052033
NSGAII-RE3D,RE24,EP,18,0.006441400378836282
NSGAII-RE3D,RE24,EP,19,0.005379786000053011
NSGAII-RE3D,RE24,EP,20,0.005442393025399311
NSGAII-RE3D,RE24,EP,21,0.005940542205779109
NSGAII-RE3D,RE24,EP,22,0.006330262601946635
NSGAII-RE3D,RE24,EP,23,0.005480921863255661
NSGAII-RE3D,RE24,EP,24,0.005956252461494255
NSGAII-RE3D,RE24,EP,25,0.006421775290515158
NSGAII-RE3D,RE24,EP,26,0.005391341830768198
NSGAII-RE3D,RE24,EP,27,0.005603048656328796
NSGAII-RE3D,RE24,EP,28,0.005465257530457679
NSGAII-RE3D,RE24,EP,29,0.0058418858495487835
NSGAII-RE3D,RE25,EP,0,7.848545114600515E-8
NSGAII-RE3D,RE25,EP,1,4.969070598309858E-8
NSGAII-RE3D,RE25,EP,2,5.907319094550908E-8
NSGAII-RE3D,RE25,EP,3,7.811511352746979E-8
NSGAII-RE3D,RE25,EP,4,1.1705777351953643E-7
NSGAII-RE3D,RE25,EP,5,3.898019498602773E-8
NSGAII-RE3D,RE25,EP,6,1.8964625239925315E-7
NSGAII-RE3D,RE25,EP,7,3.617906917325075E-8
NSGAII-RE3D,RE25,EP,8,9.318001346411079E-8
NSGAII-RE3D,RE25,EP,9,7.626627530433028E-8
NSGAII-RE3D,RE25,EP,10,1.0658996717544103E-7
NSGAII-RE3D,RE25,EP,11,7.789766038660308E-8
NSGAII-RE3D,RE25,EP,12,6.04716007530535E-8
NSGAII-RE3D,RE25,EP,13,6.077963703402333E-8
NSGAII-RE3D,RE25,EP,14,3.4769034711754086E-8
NSGAII-RE3D,RE25,EP,15,5.96954373942106E-8
NSGAII-RE3D,RE25,EP,16,1.791806402291286E-7
NSGAII-RE3D,RE25,EP,17,6.120274628541258E-8
NSGAII-RE3D,RE25,EP,18,9.873365277797068E-8
NSGAII-RE3D,RE25,EP,19,4.438777115765438E-8
NSGAII-RE3D,RE25,EP,20,7.283299120462295E-8
NSGAII-RE3D,RE25,EP,21,9.070653923062234E-8
NSGAII-RE3D,RE25,EP,22,4.3367083586753914E-8
NSGAII-RE3D,RE25,EP,23,5.3792587521396896E-8
NSGAII-RE3D,RE25,EP,24,1.1394150849404548E-7
NSGAII-RE3D,RE25,EP,25,6.938567558397074E-8
NSGAII-RE3D,RE25,EP,26,8.154495328410543E-8
NSGAII-RE3D,RE25,EP,27,8.48541381478514E-8
NSGAII-RE3D,RE25,EP,28,5.3792587521396896E-8
NSGAII-RE3D,RE25,EP,29,8.764845321114268E-8
NSGAII-RE3D,RE31,EP,0,7.793574328946813E-4
NSGAII-RE3D,RE31,EP,1,3.6873549177387013E-4
NSGAII-RE3D,RE31,EP,2,6.458254492389529E-4
NSGAII-RE3D,RE31,EP,3,4.7445457790347694E-4
NSGAII-RE3D,RE31,EP,4,5.08241507962943E-4
NSGAII-RE3D,RE31,EP,5,7.9181534873804E-4
NSGAII-RE3D,RE31,EP,6,3.3737559533664E-4
NSGAII-RE3D,RE31,EP,7,0.004871136108501048
NSGAII-RE3D,RE31,EP,8,3.9030771672064345E-4
NSGAII-RE3D,RE31,EP,9,0.0012184924809502972
NSGAII-RE3D,RE31,EP,10,3.796912921855464E-4
NSGAII-RE3D,RE31,EP,11,0.0030205416779860677
NSGAII-RE3D,RE31,EP,12,0.0018424963949137682
NSGAII-RE3D,RE31,EP,13,0.0066216582658270235
NSGAII-RE3D,RE31,EP,14,2.6825164291130894E-4
NSGAII-RE3D,RE31,EP,15,3.5531499419092584E-4
NSGAII-RE3D,RE31,EP,16,5.679538640736126E-4
NSGAII-RE3D,RE31,EP,17,0.0012925972479826936
NSGAII-RE3D,RE31,EP,18,3.9603315551097807E-4
NSGAII-RE3D,RE31,EP,19,5.245538647081447E-4
NSGAII-RE3D,RE31,EP,20,4.5756857152826096E-4
NSGAII-RE3D,RE31,EP,21,6.75102197773768E-4
NSGAII-RE3D,RE31,EP,22,3.7248832361091083E-4
NSGAII-RE3D,RE31,EP,23,6.771110218608594E-4
NSGAII-RE3D,RE31,EP,24,4.8344207916793235E-4
NSGAII-RE3D,RE31,EP,25,6.673017030035221E-4
NSGAII-RE3D,RE31,EP,26,0.003073650224548522
NSGAII-RE3D,RE31,EP,27,3.785633716370054E-4
NSGAII-RE3D,RE31,EP,28,4.3162707111450585E-4
NSGAII-RE3D,RE31,EP,29,4.2995018293171536E-4
NSGAII-RE3D,RE32,EP,0,0.0060975645342866225
NSGAII-RE3D,RE32,EP,1,0.004735118181081653
NSGAII-RE3D,RE32,EP,2,0.01171607185648241
NSGAII-RE3D,RE32,EP,3,0.012353945039128466
NSGAII-RE3D,RE32,EP,4,0.003625933551016497
NSGAII-RE3D,RE32,EP,5,0.01128564893752992
NSGAII-RE3D,RE32,EP,6,0.004196012077718204
NSGAII-RE3D,RE32,EP,7,0.003891896613033614
NSGAII-RE3D,RE32,EP,8,0.003709030412655761
NSGAII-RE3D,RE32,EP,9,0.004881407972050709
NSGAII-RE3D,RE32,EP,10,0.006408456416351414
NSGAII-RE3D,RE32,EP,11,0.012607116036424816
NSGAII-RE3D,RE32,EP,12,0.0061757222802087345
NSGAII-RE3D,RE32,EP,13,0.004578821250492736
NSGAII-RE3D,RE32,EP,14,0.007139112289783837
NSGAII-RE3D,RE32,EP,15,0.008313895954325235
NSGAII-RE3D,RE32,EP,16,0.008622923630383948
NSGAII-RE3D,RE32,EP,17,0.0047740818508000575
NSGAII-RE3D,RE32,EP,18,0.005667438349778428
NSGAII-RE3D,RE32,EP,19,0.005384417503065773
NSGAII-RE3D,RE32,EP,20,0.003410588245832665
NSGAII-RE3D,RE32,EP,21,0.010169640076319101
NSGAII-RE3D,RE32,EP,22,0.008947006853628616
NSGAII-RE3D,RE32,EP,23,0.005326374907816282
NSGAII-RE3D,RE32,EP,24,0.004847424933438574
NSGAII-RE3D,RE32,EP,25,0.01568029297229946
NSGAII-RE3D,RE32,EP,26,0.0035442112098603516
NSGAII-RE3D,RE32,EP,27,0.009830290813586497
NSGAII-RE3D,RE32,EP,28,0.004295760400349319
NSGAII-RE3D,RE32,EP,29,0.007044308822498463
NSGAII-RE3D,RE33,EP,0,0.004112374765495187
NSGAII-RE3D,RE33,EP,1,0.0033234691542657867
NSGAII-RE3D,RE33,EP,2,0.0035090238603561197
NSGAII-RE3D,RE33,EP,3,0.008603994551029365
NSGAII-RE3D,RE33,EP,4,0.034606413106382614
NSGAII-RE3D,RE33,EP,5,0.004459046305878289
NSGAII-RE3D,RE33,EP,6,0.0037757497070719306
NSGAII-RE3D,RE33,EP,7,0.03694956973261948
NSGAII-RE3D,RE33,EP,8,0.004549659650690768
NSGAII-RE3D,RE33,EP,9,0.004011421934880709
NSGAII-RE3D,RE33,EP,10,0.026131076530786997
NSGAII-RE3D,RE33,EP,11,0.0051829147061551
NSGAII-RE3D,RE33,EP,12,0.005832371525430986
NSGAII-RE3D,RE33,EP,13,0.007447596769914799
NSGAII-RE3D,RE33,EP,14,0.0030502873978944522
NSGAII-RE3D,RE33,EP,15,0.004281935452090409
NSGAII-RE3D,RE33,EP,16,0.00474832448730839
NSGAII-RE3D,RE33,EP,17,0.003577212041294596
NSGAII-RE3D,RE33,EP,18,0.0033781694696182127
NSGAII-RE3D,RE33,EP,19,0.0029734105429783542
NSGAII-RE3D,RE33,EP,20,0.003350210090551746
NSGAII-RE3D,RE33,EP,21,0.0033983605432151426
NSGAII-RE3D,RE33,EP,22,0.0038873259410562803
NSGAII-RE3D,RE33,EP,23,0.003174636194922191
NSGAII-RE3D,RE33,EP,24,0.001990107907545953
NSGAII-RE3D,RE33,EP,25,0.002779916732217433
NSGAII-RE3D,RE33,EP,26,0.029837585642043758
NSGAII-RE3D,RE33,EP,27,0.005405057517215093
NSGAII-RE3D,RE33,EP,28,0.00463391666239334
NSGAII-RE3D,RE33,EP,29,0.0038818778610405537
NSGAII-RE3D,RE34,EP,0,0.029750052206157784
NSGAII-RE3D,RE34,EP,1,0.031107644992710008
NSGAII-RE3D,RE34,EP,2,0.02890908336603576
NSGAII-RE3D,RE34,EP,3,0.026889526721417367
NSGAII-RE3D,RE34,EP,4,0.02911956419636121
NSGAII-RE3D,RE34,EP,5,0.03477389043218951
NSGAII-RE3D,RE34,EP,6,0.026515105616149375
NSGAII-RE3D,RE34,EP,7,0.03556172287713122
NSGAII-RE3D,RE34,EP,8,0.028184622110995275
NSGAII-RE3D,RE34,EP,9,0.027779539882937746
NSGAII-RE3D,RE34,EP,10,0.028242676003630104
NSGAII-RE3D,RE34,EP,11,0.02992768471883875
NSGAII-RE3D,RE34,EP,12,0.03320727181065508
NSGAII-RE3D,RE34,EP,13,0.02608167077348017
NSGAII-RE3D,RE34,EP,14,0.027595167064023336
NSGAII-RE3D,RE34,EP,15,0.023814351314518867
NSGAII-RE3D,RE34,EP,16,0.034632861941888214
NSGAII-RE3D,RE34,EP,17,0.02716155558593003
NSGAII-RE3D,RE34,EP,18,0.025601249198418937
NSGAII-RE3D,RE34,EP,19,0.025047114384551095
NSGAII-RE3D,RE34,EP,20,0.025152778266525976
NSGAII-RE3D,RE34,EP,21,0.02506287098364423
NSGAII-RE3D,RE34,EP,22,0.02699302292500664
NSGAII-RE3D,RE34,EP,23,0.027831500187319502
NSGAII-RE3D,RE34,EP,24,0.026395248583086204
NSGAII-RE3D,RE34,EP,25,0.026413636423523505
NSGAII-RE3D,RE34,EP,26,0.024192901788032906
NSGAII-RE3D,RE34,EP,27,0.025519591706995096
NSGAII-RE3D,RE34,EP,28,0.02550053327468524
NSGAII-RE3D,RE34,EP,29,0.026135627902705405
NSGAII-RE3D,RE35,EP,0,0.022241212322033202
NSGAII-RE3D,RE35,EP,1,0.013992928536980687
NSGAII-RE3D,RE35,EP,2,0.012386510619796641
NSGAII-RE3D,RE35,EP,3,0.02071415084275225
NSGAII-RE3D,RE35,EP,4,0.01794863739354767
NSGAII-RE3D,RE35,EP,5,0.014029553155468267
NSGAII-RE3D,RE35,EP,6,0.016670828144258396
NSGAII-RE3D,RE35,EP,7,0.008258391271937185
NSGAII-RE3D,RE35,EP,8,0.021900589970810822
NSGAII-RE3D,RE35,EP,9,0.0213516703061674
NSGAII-RE3D,RE35,EP,10,0.005925465486055992
NSGAII-RE3D,RE35,EP,11,0.020915377154044026
NSGAII-RE3D,RE35,EP,12,0.015319334233680287
NSGAII-RE3D,RE35,EP,13,0.02106719206877869
NSGAII-RE3D,RE35,EP,14,0.020980946391428362
NSGAII-RE3D,RE35,EP,15,0.013006866325224888
NSGAII-RE3D,RE35,EP,16,0.013447690547554313
NSGAII-RE3D,RE35,EP,17,0.019955245124476124
NSGAII-RE3D,RE35,EP,18,0.01118534848852107
NSGAII-RE3D,RE35,EP,19,0.01621579720952955
NSGAII-RE3D,RE35,EP,20,0.007183535278270793
NSGAII-RE3D,RE35,EP,21,0.020609801898614277
NSGAII-RE3D,RE35,EP,22,0.021291803279270036
NSGAII-RE3D,RE35,EP,23,0.02052456259629414
NSGAII-RE3D,RE35,EP,24,0.01646321983885035
NSGAII-RE3D,RE35,EP,25,0.009661127522370605
NSGAII-RE3D,RE35,EP,26,0.010148437637410357
NSGAII-RE3D,RE35,EP,27,0.00490295745040889
NSGAII-RE3D,RE35,EP,28,0.005966622737772882
NSGAII-RE3D,RE35,EP,29,0.00845928329250431
NSGAII-RE3D,RE36,EP,0,0.003032059582572187
NSGAII-RE3D,RE36,EP,1,0.005764371821462916
NSGAII-RE3D,RE36,EP,2,0.005764371821462916
NSGAII-RE3D,RE36,EP,3,0.005764371821462916
NSGAII-RE3D,RE36,EP,4,0.001082640044374031
NSGAII-RE3D,RE36,EP,5,0.003032059582572187
NSGAII-RE3D,RE36,EP,6,0.005764371821462916
NSGAII-RE3D,RE36,EP,7,0.001082640044374031
NSGAII-RE3D,RE36,EP,8,0.005764371821462916
NSGAII-RE3D,RE36,EP,9,0.0027323122436465033
NSGAII-RE3D,RE36,EP,10,0.0013225820214208032
NSGAII-RE3D,RE36,EP,11,0.006706846614230521
NSGAII-RE3D,RE36,EP,12,0.005764371821462916
NSGAII-RE3D,RE36,EP,13,0.005764371821462916
NSGAII-RE3D,RE36,EP,14,0.005764371821462916
NSGAII-RE3D,RE36,EP,15,6.470696986540031E-4
NSGAII-RE3D,RE36,EP,16,0.001082640044374031
NSGAII-RE3D,RE36,EP,17,0.006706846614230521
